order_key,date_key,customer_key,employee_key,location_key,order_status,order_amount,item_count,shipping_amount
9493,20250430,161,38,11,Completed,4165.67,1,70.48
9494,20240806,848,36,4,Completed,6228.95,2,314.91
9495,20250115,855,64,6,Completed,1155.02,3,371.29
9496,20250529,290,54,2,Completed,1883.08,2,242.46
9497,20250110,947,23,5,Pending,1162.44,4,348.36
9498,20241022,118,22,8,Pending,754.84,4,100.45
9499,20241021,32,66,11,Completed,1681.25,2,322.74
9500,20250314,355,97,6,Cancelled,1600.84,4,357.43
9501,20240127,265,23,8,Completed,1650.63,3,363.8
9502,20251230,78,54,2,Completed,1208.77,1,222.94
9503,20240315,848,31,3,Completed,2147.87,5,177.17
9504,20251220,979,25,7,Completed,3057.77,4,57.84
9505,20240126,271,80,1,Completed,623.43,5,70.78
9506,20250109,316,73,5,Pending,2679.84,5,395.94
9507,20241101,719,48,1,Cancelled,5705.58,2,408.85
9508,20250223,934,49,6,Completed,589.59,5,467.9
9509,20241112,287,43,4,Cancelled,1851.56,5,389.97
9510,20251017,683,100,4,Pending,2353.27,1,441.89
9511,20240113,24,95,6,Completed,3061.54,4,74.9
9512,20251221,567,8,2,Completed,3351.65,5,61.55
9513,20250518,988,82,10,Pending,4287.7,1,263.94
9514,20250723,476,34,6,Cancelled,1823.94,1,472.01
9515,20240412,642,66,11,Pending,736.68,2,435.66
9516,20240217,688,95,3,Cancelled,1228.59,1,11.53
9517,20241017,633,43,1,Cancelled,5191.0,1,441.81
9518,20240823,687,47,5,Completed,809.37,2,76.47
9519,20250726,887,63,2,Cancelled,2477.73,2,458.98
9520,20251017,11,32,5,Completed,3216.73,3,299.34
9521,20241108,885,27,10,Pending,2669.6,5,275.01
9522,20250715,908,61,12,Completed,3441.06,5,153.33
9523,20240213,905,21,6,Completed,1594.97,1,405.47
9524,20250626,368,67,3,Cancelled,1508.49,5,102.97
9525,20240313,583,25,5,Cancelled,6993.61,4,299.77
9526,20250503,354,10,4,Completed,7926.43,2,324.55
9527,20241006,841,11,2,Completed,5203.75,3,94.57
9528,20241030,407,26,10,Completed,2538.6,3,301.58
9529,20240721,314,11,9,Completed,1031.94,5,317.25
9530,20241021,686,31,4,Pending,1824.89,1,194.45
9531,20251001,50,42,6,Completed,1475.23,3,370.94
9532,20250814,377,25,6,Completed,3946.59,5,309.09
9533,20240905,207,54,6,Pending,2235.73,4,319.53
9534,20240802,374,39,10,Pending,2609.77,2,185.98
9535,20250107,449,9,9,Pending,1592.98,5,473.61
9536,20250515,64,34,1,Completed,222.38,2,59.19
9537,20240513,865,2,3,Completed,4674.64,2,445.77
9538,20250614,417,74,12,Cancelled,1553.79,5,415.8
9539,20251124,359,45,5,Completed,3549.26,4,116.62
9540,20250909,150,60,6,Cancelled,1248.17,2,2.6
9541,20250204,996,15,10,Completed,5989.53,4,432.79
9542,20240821,856,43,10,Completed,1066.46,1,107.61
9543,20240824,482,81,7,Completed,1545.58,2,64.06
9544,20250626,335,21,12,Completed,1657.01,5,387.21
9545,20241128,468,99,8,Completed,489.48,2,312.67
9546,20240318,961,43,11,Completed,2271.86,1,312.77
9547,20250510,222,14,6,Completed,3171.42,5,124.9
9548,20240410,685,19,3,Completed,2288.79,1,479.35
9549,20251222,904,47,2,Completed,10445.88,5,440.9
9550,20241101,757,96,7,Pending,802.02,3,44.69
9551,20240907,871,48,11,Completed,411.69,2,478.6
9552,20240210,948,18,5,Pending,630.82,2,166.94
9553,20240502,60,39,9,Completed,1749.86,1,482.03
9554,20251123,239,86,7,Completed,4268.9,5,215.48
9555,20250127,145,99,10,Completed,1881.12,5,221.41
9556,20251021,568,62,10,Cancelled,1102.57,4,96.83
9557,20251129,408,87,9,Completed,5419.14,2,112.56
9558,20240205,41,82,5,Completed,1491.35,3,116.62
9559,20241005,558,43,5,Completed,545.11,4,322.24
9560,20250904,101,89,6,Cancelled,3637.26,1,325.93
9561,20241228,408,8,10,Completed,2741.0,4,231.18
9562,20250106,367,81,8,Completed,1978.46,2,193.34
9563,20250220,894,59,3,Cancelled,5986.4,4,261.47
9564,20250528,683,59,4,Completed,1504.98,5,212.5
9565,20251117,625,94,4,Cancelled,2046.56,2,71.66
9566,20251010,832,27,8,Pending,749.52,2,486.37
9567,20250401,181,20,10,Completed,931.62,3,321.6
9568,20250225,257,67,2,Cancelled,1119.81,1,96.95
9569,20240920,753,75,9,Pending,2848.27,2,119.2
9570,20240326,750,1,8,Cancelled,952.52,2,446.24
9571,20250602,22,50,3,Completed,1514.36,1,95.31
9572,20240102,225,38,2,Pending,1368.77,4,319.63
9573,20250525,228,82,2,Completed,1568.48,3,302.42
9574,20241229,7,86,10,Cancelled,887.62,5,255.17
9575,20250728,662,14,3,Completed,1386.27,2,51.39
9576,20251124,55,59,3,Completed,650.63,2,474.37
9577,20250208,842,73,6,Completed,1584.86,3,38.85
9578,20250222,586,27,8,Cancelled,1599.5,2,379.47
9579,20241222,762,94,6,Cancelled,1733.79,4,337.99
9580,20240929,498,90,7,Completed,2559.45,5,180.43
9581,20240305,971,18,5,Pending,6955.98,4,467.45
9582,20240123,271,2,6,Completed,433.98,1,98.07
9583,20250612,558,58,8,Completed,1215.9,4,387.66
9584,20251030,7,89,8,Cancelled,788.03,2,442.62
9585,20240209,833,69,9,Completed,2099.26,5,122.1
9586,20240827,569,76,11,Completed,2882.33,2,402.85
9587,20250320,176,72,4,Cancelled,619.78,4,140.85
9588,20250530,818,15,2,Completed,2110.17,2,141.21
9589,20250621,990,7,2,Completed,3269.23,5,396.71
9590,20250522,69,7,9,Completed,2298.47,1,193.86
9591,20240302,846,99,6,Cancelled,1248.71,5,258.51
9592,20240704,737,96,5,Completed,2809.55,5,258.95
9593,20241209,355,84,9,Cancelled,1334.06,1,468.44
9594,20240216,635,7,9,Completed,3375.84,2,417.84
9595,20240907,786,89,11,Completed,2169.12,2,127.97
9596,20241008,480,98,11,Completed,1407.19,2,77.85
9597,20251215,667,79,9,Completed,598.04,3,24.99
9598,20240819,49,43,8,Completed,1658.61,4,214.84
9599,20251211,926,10,11,Completed,694.15,1,470.29
9600,20250526,924,36,2,Pending,685.65,5,285.07
9601,20250521,211,21,12,Completed,1238.4,1,203.67
9602,20250822,478,66,5,Cancelled,1539.4,3,323.37
9603,20250907,239,89,3,Completed,629.21,4,223.42
9604,20240611,400,50,7,Pending,1433.4,2,256.45
9605,20241103,276,5,11,Completed,1352.64,3,346.06
9606,20250121,862,40,2,Completed,1012.46,1,443.8
9607,20251215,695,80,3,Cancelled,1332.29,1,234.52
9608,20240130,846,65,8,Completed,2739.98,3,174.03
9609,20241214,793,5,9,Pending,1199.74,1,464.18
9610,20240605,728,36,9,Pending,2604.94,3,433.63
9611,20240531,167,36,11,Completed,1534.91,5,415.08
9612,20250710,830,4,10,Completed,3695.16,2,92.45
9613,20240527,784,35,10,Completed,3131.82,4,400.02
9614,20250802,125,83,2,Completed,1380.24,4,255.25
9615,20251227,88,14,5,Completed,948.96,4,84.19
9616,20250721,761,52,9,Completed,2411.53,4,459.51
9617,20240504,391,66,10,Cancelled,1075.27,4,25.69
9618,20240414,329,69,5,Completed,466.94,1,176.02
9619,20241115,397,33,7,Completed,2946.64,5,439.33
9620,20250206,868,58,3,Completed,1002.48,5,473.05
9621,20250722,364,73,11,Cancelled,312.27,2,486.25
9622,20241104,371,62,7,Pending,1538.97,3,164.42
9623,20240502,400,84,2,Completed,3459.36,5,333.41
9624,20251225,55,22,7,Pending,1020.7,2,148.25
9625,20251023,38,11,4,Completed,1238.4,1,369.67
9626,20250423,415,94,6,Completed,2437.98,4,307.7
9627,20250523,17,74,5,Cancelled,1136.81,2,393.07
9628,20251114,757,45,11,Completed,1505.55,4,316.12
9629,20241213,425,58,11,Cancelled,3347.73,3,86.29
9630,20240416,501,93,2,Completed,2812.96,4,55.54
9631,20250318,337,87,4,Cancelled,1960.57,1,218.43
9632,20241125,764,81,5,Cancelled,431.12,3,401.75
9633,20250807,428,60,11,Pending,2610.42,3,83.85
9634,20250718,36,73,4,Cancelled,1192.57,3,293.99
9635,20241210,489,59,9,Pending,2420.44,5,290.77
9636,20240925,178,47,1,Cancelled,486.15,3,109.03
9637,20241104,596,68,12,Completed,3463.98,5,139.61
9638,20250407,564,3,5,Pending,835.16,2,351.67
9639,20250410,475,83,4,Pending,2309.6,5,482.24
9640,20250109,386,32,9,Pending,3451.58,1,408.52
9641,20250123,596,55,8,Completed,2236.35,3,359.38
9642,20251226,681,67,7,Completed,2228.16,5,281.6
9643,20240704,879,33,12,Completed,1755.66,5,39.47
9644,20240507,963,34,6,Completed,616.58,1,270.22
9645,20250807,84,18,7,Completed,4723.7,2,358.1
9646,20251114,660,10,6,Cancelled,3930.0,4,122.02
9647,20250320,85,89,3,Completed,1204.61,1,110.93
9648,20241020,418,52,4,Completed,105.39,2,284.73
9649,20240911,742,68,8,Completed,3660.51,5,425.25
9650,20241208,543,16,2,Pending,381.23,5,482.13
9651,20240208,808,86,9,Cancelled,2504.16,3,110.43
9652,20250121,913,31,8,Completed,913.35,3,25.48
9653,20240716,974,47,8,Pending,2402.34,2,221.89
9654,20240712,673,51,10,Completed,730.8,1,395.23
9655,20250213,674,75,6,Completed,1643.28,4,328.1
9656,20251205,804,12,10,Completed,417.77,1,90.04
9657,20240530,234,91,9,Pending,1656.07,4,22.07
9658,20251028,302,12,3,Completed,1630.21,2,322.87
9659,20250114,342,64,4,Cancelled,2905.6,4,232.79
9660,20251212,745,22,6,Pending,1115.8,3,63.16
9661,20241006,352,93,2,Completed,2051.6,5,201.03
9662,20251229,140,60,7,Completed,1191.24,4,113.76
9663,20250427,799,95,11,Completed,2351.6,5,394.88
9664,20250504,750,94,10,Cancelled,2237.0,5,2.93
9665,20250215,595,27,9,Completed,3306.74,4,90.38
9666,20241126,882,24,3,Completed,640.24,2,44.05
9667,20250118,792,12,10,Cancelled,1520.59,1,140.99
9668,20250913,901,72,2,Cancelled,2052.95,4,400.73
9669,20250802,260,3,5,Cancelled,7012.65,4,460.92
9670,20240118,117,19,12,Cancelled,7991.61,2,234.91
9671,20250522,342,91,10,Completed,551.4,1,467.05
9672,20250901,830,64,2,Cancelled,1000.36,5,111.28
9673,20250627,925,46,7,Completed,221.62,3,432.46
9674,20241229,110,14,12,Completed,9480.48,1,291.23
9675,20240902,856,85,6,Completed,2109.21,5,34.02
9676,20250507,479,85,8,Completed,2603.21,5,438.92
9677,20250430,818,5,5,Completed,1270.37,3,13.37
9678,20240930,683,75,6,Completed,1630.96,2,175.06
9679,20241024,61,33,7,Cancelled,4037.75,2,315.27
9680,20240926,485,69,3,Completed,708.42,4,387.25
9681,20240202,89,30,12,Completed,662.99,2,40.06
9682,20240124,340,2,11,Cancelled,1349.45,3,131.87
9683,20240301,758,76,2,Completed,1649.05,1,384.18
9684,20241105,684,84,3,Completed,2551.24,3,288.31
9685,20250108,705,69,8,Pending,1661.96,2,279.71
9686,20241025,661,16,5,Completed,832.22,5,299.83
9687,20251129,15,46,9,Cancelled,1206.43,4,83.5
9688,20240613,583,54,1,Pending,1884.8,3,245.36
9689,20241014,486,80,10,Completed,2775.2,3,53.93
9690,20240629,529,78,1,Completed,3639.2,2,464.28
9691,20240807,213,89,3,Completed,1313.33,4,418.75
9692,20250303,706,64,9,Pending,928.92,3,22.05
9693,20240814,608,94,5,Completed,797.51,1,312.39
9694,20240820,404,82,3,Cancelled,4160.69,1,50.99
9695,20250505,57,21,11,Pending,1153.99,3,462.38
9696,20250829,69,71,8,Completed,888.07,2,278.51
9697,20240604,360,9,4,Completed,1870.09,1,165.52
9698,20240322,538,76,9,Completed,5951.86,2,205.59
9699,20240624,997,23,2,Pending,780.97,5,84.37
9700,20250226,724,30,6,Completed,2625.45,4,239.8
9701,20251202,486,58,3,Completed,1136.86,1,488.67
9702,20240426,300,38,8,Completed,1788.04,5,454.6
9703,20240201,169,65,4,Cancelled,3130.42,5,338.43
9704,20250121,141,51,3,Completed,4327.71,2,384.98
9705,20251225,72,64,4,Completed,1070.97,3,247.47
9706,20250207,912,59,10,Cancelled,2981.9,5,9.44
9707,20251106,16,21,11,Pending,1978.24,3,63.9
9708,20250414,864,70,3,Completed,2257.98,5,377.12
9709,20240124,584,96,2,Cancelled,4396.3,3,369.44
9710,20241108,619,56,8,Completed,926.6,4,169.52
9711,20250716,959,61,8,Completed,3040.84,5,317.92
9712,20250107,787,72,11,Completed,1854.73,4,129.21
9713,20240522,148,9,10,Completed,4217.8,1,13.93
9714,20240512,969,16,10,Completed,2271.19,4,337.27
9715,20250430,177,56,1,Pending,1449.7,1,275.17
9716,20241204,570,40,1,Completed,3284.56,2,385.84
9717,20250223,641,70,3,Cancelled,1038.71,1,9.69
9718,20240929,245,92,5,Cancelled,1187.6,5,365.78
9719,20240904,631,79,9,Completed,897.02,4,426.64
9720,20250501,639,22,11,Cancelled,990.86,2,109.22
9721,20240106,980,31,9,Pending,183.44,5,115.54
9722,20241113,915,15,11,Pending,1087.29,1,219.64
9723,20240927,400,10,5,Cancelled,1542.56,2,194.84
9724,20250723,691,75,8,Pending,3005.72,4,283.64
9725,20250616,821,70,2,Pending,783.11,5,23.25
9726,20241107,27,20,2,Pending,1096.22,2,347.96
9727,20240711,685,71,10,Cancelled,1420.77,4,242.23
9728,20240621,918,46,5,Pending,3018.11,1,482.99
9729,20240603,121,88,9,Completed,1889.31,2,182.41
9730,20240719,754,72,12,Completed,2207.44,1,482.43
9731,20250709,61,28,7,Completed,3313.33,3,234.86
9732,20240203,402,49,2,Completed,2446.25,2,228.44
9733,20240120,820,24,8,Completed,1010.06,1,327.46
9734,20250129,988,91,10,Completed,6427.4,2,151.58
9735,20240612,728,52,4,Completed,357.28,1,255.67
9736,20250830,722,88,6,Completed,3356.47,1,257.01
9737,20250703,260,52,8,Cancelled,2326.26,4,433.73
9738,20250716,826,51,9,Completed,4426.56,1,422.39
9739,20241130,659,19,3,Completed,1357.6,1,174.26
9740,20241116,944,97,1,Completed,1099.89,4,111.41
9741,20241107,603,68,8,Cancelled,677.5,4,317.45
9742,20240523,40,30,1,Completed,698.7,1,292.88
9743,20250218,511,84,6,Pending,1431.38,2,473.83
9744,20250923,775,24,4,Completed,834.07,4,168.63
9745,20240706,788,10,6,Completed,925.98,1,467.1
9746,20240211,387,68,11,Pending,700.51,5,194.41
9747,20250216,172,75,12,Pending,3741.09,4,15.98
9748,20241018,870,58,9,Completed,917.75,4,158.4
9749,20250805,824,72,5,Completed,2256.05,5,312.95
9750,20250918,879,26,8,Pending,1478.91,2,111.27
9751,20251125,671,28,2,Completed,2159.46,2,64.34
9752,20241014,829,38,12,Completed,1326.29,3,454.93
9753,20251021,403,21,11,Completed,3040.9,4,202.49
9754,20240327,780,24,5,Cancelled,2672.67,1,155.27
9755,20240929,489,5,1,Pending,4304.91,4,174.65
9756,20240713,795,24,11,Pending,964.21,5,236.46
9757,20251105,147,55,1,Completed,830.96,4,331.98
9758,20250314,297,37,2,Completed,1198.63,1,192.05
9759,20240924,215,43,1,Completed,1791.42,1,23.31
9760,20240421,407,93,3,Completed,2493.8,2,161.34
9761,20250726,815,1,12,Completed,990.89,2,295.0
9762,20250423,116,84,6,Pending,1919.71,1,90.57
9763,20250915,731,4,3,Cancelled,1413.56,4,432.22
9764,20241116,831,52,12,Completed,1322.2,5,181.62
9765,20240419,672,14,5,Pending,1624.58,2,232.79
9766,20240901,647,48,9,Completed,5435.87,1,367.6
9767,20250329,139,90,7,Completed,3079.29,4,135.44
9768,20240625,613,4,2,Pending,3786.68,1,452.77
9769,20240221,227,51,9,Completed,2186.27,2,350.23
9770,20250824,247,47,12,Completed,6693.74,1,404.15
9771,20250122,862,46,12,Completed,3333.87,4,250.13
9772,20241016,616,63,10,Pending,523.02,5,189.56
9773,20250208,994,33,9,Completed,2928.01,2,65.13
9774,20250623,455,78,9,Completed,2144.68,3,17.9
9775,20240101,358,24,12,Completed,2691.21,3,47.05
9776,20241117,996,36,7,Completed,492.76,5,239.64
9777,20240704,623,47,11,Completed,507.27,4,354.83
9778,20240308,864,92,5,Completed,1516.19,5,460.38
9779,20240127,45,54,4,Completed,401.55,2,498.47
9780,20241118,526,85,2,Cancelled,2871.68,4,246.71
9781,20250201,817,14,6,Cancelled,1841.36,5,126.96
9782,20250106,809,9,8,Completed,7771.42,1,239.16
9783,20250726,716,51,5,Completed,2207.54,3,476.7
9784,20241130,165,91,2,Completed,2850.04,5,283.81
9785,20250307,547,24,6,Completed,2599.78,3,361.31
9786,20250819,102,23,8,Cancelled,1742.03,3,14.53
9787,20250425,802,15,2,Completed,1797.41,4,18.27
9788,20251027,631,93,7,Cancelled,1563.79,3,431.3
9789,20240610,194,10,5,Completed,242.44,3,278.67
9790,20250729,727,64,8,Completed,4014.94,4,84.1
9791,20250524,720,39,1,Completed,4047.06,1,163.65
9792,20250302,54,42,10,Cancelled,3265.1,4,346.64
9793,20240103,90,72,5,Completed,1756.39,5,21.31
9794,20250130,201,44,5,Completed,1468.43,5,187.5
9795,20250919,71,3,2,Pending,660.14,4,83.29
9796,20250416,538,57,6,Pending,600.83,5,7.45
9797,20240104,880,3,5,Completed,1017.2,3,175.96
9798,20240729,63,85,1,Completed,1924.84,3,59.45
9799,20250220,615,95,7,Completed,2205.64,4,154.9
9800,20250816,425,84,4,Completed,1083.52,1,59.32
9801,20241121,837,42,5,Completed,576.57,3,218.16
9802,20250918,483,42,1,Completed,959.82,5,93.63
9803,20250804,669,59,8,Cancelled,1487.08,1,168.21
9804,20240714,922,85,2,Completed,469.02,1,417.63
9805,20240522,137,76,8,Completed,1893.85,4,134.23
9806,20251021,316,48,6,Completed,5941.27,3,234.52
9807,20250306,270,82,9,Cancelled,860.39,4,239.08
9808,20250912,169,42,5,Completed,8914.43,1,228.6
9809,20251105,648,77,8,Completed,931.08,3,142.41
9810,20241106,8,25,12,Pending,1368.77,2,465.66
9811,20240203,386,46,4,Pending,2408.09,5,200.33
9812,20251026,122,83,2,Completed,1576.49,3,149.83
9813,20250302,616,25,8,Completed,421.47,1,9.04
9814,20240329,751,63,2,Completed,1998.65,4,338.85
9815,20250122,467,29,3,Pending,1740.97,4,70.8
9816,20240121,445,44,10,Completed,1325.73,5,212.35
9817,20240730,450,33,9,Cancelled,1732.55,3,147.69
9818,20240911,199,67,1,Completed,2330.4,5,70.62
9819,20241128,376,76,8,Cancelled,804.8,2,202.61
9820,20250217,934,87,8,Completed,2511.71,3,367.55
9821,20250905,42,36,4,Completed,1004.81,2,124.06
9822,20240913,788,20,9,Pending,5587.38,2,353.86
9823,20250621,165,94,9,Completed,3759.79,3,101.22
9824,20251119,115,40,8,Completed,737.1,3,107.67
9825,20250701,286,66,4,Pending,4376.37,5,496.51
9826,20240705,269,39,4,Completed,2266.41,2,232.8
9827,20250510,317,84,7,Completed,2500.26,4,408.68
9828,20240724,850,8,2,Completed,1414.95,3,82.34
9829,20241215,905,4,5,Cancelled,1243.56,5,273.49
9830,20250409,693,34,12,Cancelled,1317.7,5,290.6
9831,20240802,147,42,8,Pending,763.2,2,356.98
9832,20240103,946,77,11,Completed,366.21,3,390.42
9833,20250903,848,48,4,Completed,982.11,2,135.29
9834,20250615,77,26,9,Completed,978.34,1,315.02
9835,20240331,388,8,9,Completed,684.1,5,346.62
9836,20241002,776,82,3,Pending,2606.16,4,344.31
9837,20240710,90,51,3,Completed,1988.75,5,110.59
9838,20251215,77,96,6,Cancelled,1018.42,2,395.21
9839,20251119,606,34,8,Completed,1275.15,2,331.84
9840,20250520,337,23,9,Completed,1955.64,2,20.68
9841,20241118,442,28,12,Cancelled,914.61,2,291.11
9842,20240208,751,41,2,Pending,212.0,4,14.46
9843,20240629,545,15,8,Pending,4260.5,5,20.36
9844,20240308,712,14,12,Completed,1492.67,1,55.82
9845,20250731,127,80,3,Completed,2030.82,1,356.28
9846,20240305,3,70,12,Pending,1877.36,4,216.16
9847,20250510,252,51,11,Completed,515.75,1,331.65
9848,20251127,202,49,2,Completed,944.28,5,496.29
9849,20240813,325,50,3,Completed,1618.62,1,467.88
9850,20250515,779,59,3,Completed,1395.01,2,400.49
9851,20251004,152,29,2,Cancelled,660.11,2,149.39
9852,20241108,127,78,5,Completed,2151.8,3,386.31
9853,20241124,201,1,6,Completed,2579.67,5,184.71
9854,20240526,327,78,6,Completed,1206.47,3,89.8
9855,20241108,198,80,10,Pending,3648.21,2,365.45
9856,20250930,184,52,6,Completed,2505.67,4,416.79
9857,20250429,580,30,3,Pending,2228.86,3,373.92
9858,20240527,112,89,9,Completed,1097.11,5,186.6
9859,20250119,154,82,8,Pending,1428.27,5,351.36
9860,20250531,837,94,6,Cancelled,3186.31,5,73.49
9861,20240226,19,2,8,Cancelled,513.14,1,329.63
9862,20250711,62,64,3,Completed,540.5,2,72.55
9863,20240527,70,1,10,Completed,1180.6,1,26.95
9864,20240803,537,4,4,Completed,1609.73,3,11.8
9865,20241031,695,7,1,Pending,1513.21,5,485.05
9866,20250104,693,78,5,Cancelled,2484.06,1,9.11
9867,20251031,691,73,3,Completed,1984.78,5,205.47
9868,20240612,58,90,7,Completed,1663.53,1,381.33
9869,20240706,345,64,6,Completed,1285.08,3,273.99
9870,20241003,634,56,12,Completed,3144.42,2,46.52
9871,20250918,683,19,5,Completed,4273.26,5,53.4
9872,20251206,335,71,2,Completed,1290.93,2,74.82
9873,20241128,847,92,7,Completed,2233.79,1,102.08
9874,20250521,834,36,10,Pending,1331.25,3,426.79
9875,20251101,766,70,4,Pending,621.6,1,280.97
9876,20250910,798,51,4,Cancelled,431.07,4,157.08
9877,20250513,976,53,3,Cancelled,4191.21,1,191.81
9878,20250130,794,80,9,Completed,3101.86,2,310.73
9879,20251220,586,30,3,Pending,2257.32,3,432.75
9880,20240623,399,88,4,Completed,3635.83,5,227.02
9881,20240922,363,99,2,Completed,862.04,4,357.84
9882,20250605,823,12,5,Cancelled,3336.0,5,426.14
9883,20240116,296,52,11,Completed,2161.99,5,177.01
9884,20241231,630,2,6,Completed,1158.98,4,234.52
9885,20250916,503,34,2,Completed,258.93,2,362.57
9886,20240509,379,38,10,Completed,521.17,2,409.66
9887,20250810,451,67,5,Pending,6475.26,5,176.64
9888,20241028,81,40,2,Completed,6299.85,2,399.19
9889,20250921,710,37,1,Completed,526.15,5,391.67
9890,20250409,67,78,5,Pending,331.14,1,84.04
9891,20240424,74,76,2,Completed,4639.61,5,320.82
9892,20250621,252,1,7,Cancelled,1533.35,2,484.69
9893,20240211,532,34,6,Cancelled,919.35,4,150.7
9894,20240626,300,77,8,Pending,609.66,5,237.33
9895,20251011,881,11,4,Completed,605.71,5,150.0
9896,20251002,928,54,1,Cancelled,4645.48,3,354.58
9897,20240203,394,50,2,Pending,1997.09,1,19.78
9898,20241004,1000,70,2,Completed,390.0,3,450.42
9899,20240309,90,68,4,Pending,932.94,4,279.37
9900,20240717,144,51,9,Completed,5802.73,3,194.42
9901,20251208,348,42,7,Completed,2082.25,4,126.02
9902,20240522,943,80,5,Pending,535.08,4,309.28
9903,20250413,504,39,3,Cancelled,972.85,1,173.7
9904,20250810,707,44,2,Cancelled,1498.74,5,443.17
9905,20251005,653,42,2,Pending,3496.68,2,355.91
9906,20240915,499,35,4,Cancelled,1512.0,1,163.83
9907,20250524,932,63,6,Completed,4923.71,2,493.57
9908,20241219,955,64,8,Completed,2018.32,5,461.12
9909,20240319,449,90,12,Pending,261.58,4,131.97
9910,20240611,714,45,12,Cancelled,2509.6,3,82.46
9911,20250630,624,77,4,Completed,1413.85,3,263.59
9912,20250516,594,31,9,Completed,1091.75,2,301.39
9913,20250115,102,97,2,Cancelled,2242.79,5,196.99
9914,20250724,210,92,10,Completed,1340.81,3,264.03
9915,20250520,991,60,12,Completed,1921.73,1,161.09
9916,20240905,245,73,8,Completed,1076.31,3,262.43
9917,20240802,652,58,7,Pending,1042.73,1,404.74
9918,20251121,912,20,5,Cancelled,3966.97,1,30.18
9919,20251211,603,95,11,Completed,1792.45,2,249.39
9920,20240123,216,75,12,Cancelled,2270.22,1,53.76
9921,20250801,860,42,9,Cancelled,1030.51,5,279.19
9922,20240407,33,26,1,Pending,3832.6,4,128.16
9923,20250921,724,67,11,Cancelled,1928.9,3,448.73
9924,20250306,267,44,10,Pending,1248.55,4,455.13
9925,20250517,641,83,5,Completed,4506.6,4,170.06
9926,20250527,481,22,4,Completed,1248.16,4,233.16
9927,20250318,570,53,10,Completed,1890.36,3,148.52
9928,20240702,382,12,8,Pending,625.14,2,62.72
9929,20250813,529,72,10,Completed,991.78,1,117.42
9930,20250209,936,40,12,Completed,3045.08,3,454.4
9931,20250202,827,20,5,Completed,1571.2,4,281.0
9932,20240820,419,56,11,Completed,1761.17,5,401.8
9933,20240108,942,58,6,Completed,1522.51,2,54.1
9934,20250209,890,31,11,Completed,1573.2,5,369.03
9935,20240909,628,94,3,Completed,1061.86,1,196.24
9936,20250426,595,8,10,Completed,1122.64,2,248.55
9937,20240923,36,34,9,Completed,1293.11,5,421.43
9938,20251212,525,25,6,Completed,1297.23,1,26.86
9939,20250512,213,93,12,Cancelled,2368.07,3,248.67
9940,20241129,161,25,5,Cancelled,2305.92,4,401.81
9941,20250601,859,23,9,Pending,4694.43,1,65.59
9942,20250418,272,60,7,Completed,2847.16,1,330.25
9943,20250329,616,27,2,Completed,805.27,2,461.0
9944,20250226,868,29,4,Pending,957.29,5,151.04
9945,20251112,598,25,10,Pending,3444.07,4,19.36
9946,20240820,780,54,6,Cancelled,2774.1,2,482.21
9947,20241112,776,75,11,Completed,3756.77,2,87.12
9948,20240703,448,48,2,Completed,1630.75,1,337.62
9949,20250220,922,89,10,Pending,1328.95,3,339.16
9950,20251223,910,27,11,Completed,2151.67,5,421.63
9951,20250320,338,85,12,Completed,544.94,1,323.42
9952,20240531,820,75,9,Pending,1396.65,2,172.63
9953,20251104,184,8,6,Pending,7843.03,2,71.85
9954,20250731,113,67,1,Pending,1256.32,1,341.12
9955,20241117,531,100,3,Completed,1615.72,5,317.49
9956,20240417,606,69,8,Completed,1390.57,5,129.8
9957,20241021,584,26,11,Cancelled,5443.86,2,122.85
9958,20250810,799,44,10,Pending,634.15,1,388.6
9959,20250225,391,87,8,Completed,2806.5,3,496.46
9960,20240515,809,32,11,Pending,1188.26,3,469.14
9961,20240425,903,48,4,Completed,972.71,1,423.41
9962,20251207,92,60,4,Cancelled,428.05,2,68.09
9963,20241122,450,83,2,Completed,6448.3,5,375.8
9964,20250516,225,96,8,Pending,2918.37,1,270.3
9965,20240920,657,71,3,Completed,565.96,5,265.79
9966,20240306,414,44,4,Completed,597.44,1,58.36
9967,20241028,282,42,2,Cancelled,975.94,3,73.88
9968,20250521,252,67,11,Pending,2439.22,1,118.04
9969,20240831,355,8,3,Pending,1476.38,4,60.97
9970,20250317,109,45,11,Completed,787.98,3,198.8
9971,20241116,105,36,3,Completed,1533.62,4,485.66
9972,20240903,629,94,1,Pending,4511.21,5,495.96
9973,20240705,943,86,12,Cancelled,2633.35,5,434.23
9974,20240709,508,27,4,Completed,385.62,4,299.83
9975,20240705,928,66,9,Cancelled,705.14,2,323.97
9976,20250609,155,46,2,Completed,1473.36,4,491.78
9977,20240903,974,84,3,Completed,1821.09,3,284.76
9978,20250625,587,50,5,Completed,4661.99,4,1.83
9979,20240815,744,65,10,Completed,1622.8,4,298.11
9980,20240827,63,73,1,Completed,2518.37,4,2.72
9981,20251106,605,83,8,Completed,284.36,4,403.29
9982,20251002,384,73,10,Cancelled,1190.31,3,413.52
9983,20241019,899,30,2,Pending,2861.5,1,259.19
9984,20240715,793,74,6,Completed,7411.58,5,90.14
9985,20250607,865,32,12,Pending,560.19,1,241.69
9986,20240221,891,74,7,Cancelled,1426.09,4,411.72
9987,20241129,721,95,10,Completed,399.69,2,361.78
