target_key,date_key,location_key,department_key,target_type,target_amount
1330,20250701,6,4,Revenue,1615405.85
1331,20250701,6,5,Revenue,1081379.84
1332,20250701,6,6,Revenue,1889321.79
1333,20250701,7,1,Revenue,1091356.09
1334,20250701,7,2,Revenue,1153998.52
1335,20250701,7,3,Revenue,1230163.25
1336,20250701,7,4,Revenue,1922335.5
1337,20250701,7,5,Revenue,1883802.0
1338,20250701,7,6,Revenue,2026027.86
1339,20250701,8,1,Revenue,1794515.67
1340,20250701,8,2,Revenue,1367221.65
1341,20250701,8,3,Revenue,2245746.9
1342,20250701,8,4,Revenue,1915955.99
1343,20250701,8,5,Revenue,1357076.36
1344,20250701,8,6,Revenue,890632.74
1345,20250701,9,1,Revenue,2012077.68
1346,20250701,9,2,Revenue,888659.75
1347,20250701,9,3,Revenue,1343737.39
1348,20250701,9,4,Revenue,1931070.21
1349,20250701,9,5,Revenue,2471714.03
1350,20250701,9,6,Revenue,1353361.27
1351,20250701,10,1,Revenue,1290485.87
1352,20250701,10,2,Revenue,1628884.98
1353,20250701,10,3,Revenue,651871.41
1354,20250701,10,4,Revenue,1611916.05
1355,20250701,10,5,Revenue,2401247.3
1356,20250701,10,6,Revenue,2460947.21
1357,20250701,11,1,Revenue,1550822.82
1358,20250701,11,2,Revenue,2097111.27
1359,20250701,11,3,Revenue,838517.94
1360,20250701,11,4,Revenue,1199226.67
1361,20250701,11,5,Revenue,1403865.8
1362,20250701,11,6,Revenue,1527360.21
1363,20250701,12,1,Revenue,2123976.66
1364,20250701,12,2,Revenue,580238.4
1365,20250701,12,3,Revenue,646153.7
1366,20250701,12,4,Revenue,2098733.42
1367,20250701,12,5,Revenue,2017028.67
1368,20250701,12,6,Revenue,870893.39
1369,20250801,1,1,Revenue,810165.23
1370,20250801,1,2,Revenue,1808980.33
1371,20250801,1,3,Revenue,1604351.0
1372,20250801,1,4,Revenue,1510568.99
1373,20250801,1,5,Revenue,983636.63
1374,20250801,1,6,Revenue,1763891.71
1375,20250801,2,1,Revenue,1568726.13
1376,20250801,2,2,Revenue,2149279.54
1377,20250801,2,3,Revenue,1084991.72
1378,20250801,2,4,Revenue,2090813.47
1379,20250801,2,5,Revenue,1476595.94
1380,20250801,2,6,Revenue,782426.67
1381,20250801,3,1,Revenue,1423357.89
1382,20250801,3,2,Revenue,886533.73
1383,20250801,3,3,Revenue,1347463.14
1384,20250801,3,4,Revenue,1794188.59
1385,20250801,3,5,Revenue,874876.5
1386,20250801,3,6,Revenue,1437511.51
1387,20250801,4,1,Revenue,1617357.01
1388,20250801,4,2,Revenue,2004464.39
1389,20250801,4,3,Revenue,1650504.79
1390,20250801,4,4,Revenue,2444148.94
1391,20250801,4,5,Revenue,1320565.33
1392,20250801,4,6,Revenue,861861.06
1393,20250801,5,1,Revenue,1229538.57
1394,20250801,5,2,Revenue,763888.46
1395,20250801,5,3,Revenue,622268.84
1396,20250801,5,4,Revenue,634293.36
1397,20250801,5,5,Revenue,671272.27
1398,20250801,5,6,Revenue,2264281.46
1399,20250801,6,1,Revenue,1710472.69
1400,20250801,6,2,Revenue,579817.09
1401,20250801,6,3,Revenue,949643.29
1402,20250801,6,4,Revenue,1712440.16
1403,20250801,6,5,Revenue,1822197.25
1404,20250801,6,6,Revenue,1871416.62
1405,20250801,7,1,Revenue,1452644.74
1406,20250801,7,2,Revenue,1727193.37
1407,20250801,7,3,Revenue,1755294.74
1408,20250801,7,4,Revenue,1597020.54
1409,20250801,7,5,Revenue,1968662.24
1410,20250801,7,6,Revenue,2303879.92
1411,20250801,8,1,Revenue,716341.0
1412,20250801,8,2,Revenue,2139970.24
1413,20250801,8,3,Revenue,583424.58
1414,20250801,8,4,Revenue,1893766.84
1415,20250801,8,5,Revenue,1334732.41
1416,20250801,8,6,Revenue,1167033.77
1417,20250801,9,1,Revenue,1816557.92
1418,20250801,9,2,Revenue,1834176.13
1419,20250801,9,3,Revenue,2128659.38
1420,20250801,9,4,Revenue,645404.88
1421,20250801,9,5,Revenue,2262308.85
1422,20250801,9,6,Revenue,1061200.07
1423,20250801,10,1,Revenue,2126786.75
1424,20250801,10,2,Revenue,1054439.86
1425,20250801,10,3,Revenue,1482328.28
1426,20250801,10,4,Revenue,2338678.64
1427,20250801,10,5,Revenue,631038.56
1428,20250801,10,6,Revenue,1918647.23
1429,20250801,11,1,Revenue,1109450.27
1430,20250801,11,2,Revenue,866840.33
1431,20250801,11,3,Revenue,2466654.56
1432,20250801,11,4,Revenue,1535909.2
1433,20250801,11,5,Revenue,610501.39
1434,20250801,11,6,Revenue,1632237.28
1435,20250801,12,1,Revenue,894339.0
1436,20250801,12,2,Revenue,1400946.36
1437,20250801,12,3,Revenue,838663.86
1438,20250801,12,4,Revenue,1793881.41
1439,20250801,12,5,Revenue,1978299.88
1440,20250801,12,6,Revenue,1637547.86
1441,20250901,1,1,Revenue,1411285.25
1442,20250901,1,2,Revenue,746890.08
1443,20250901,1,3,Revenue,1154055.3
1444,20250901,1,4,Revenue,1312103.32
1445,20250901,1,5,Revenue,2352847.01
1446,20250901,1,6,Revenue,592320.12
1447,20250901,2,1,Revenue,1481442.96
1448,20250901,2,2,Revenue,760332.4
1449,20250901,2,3,Revenue,1204930.71
1450,20250901,2,4,Revenue,1730817.24
1451,20250901,2,5,Revenue,2196486.28
1452,20250901,2,6,Revenue,612497.39
1453,20250901,3,1,Revenue,1226004.98
1454,20250901,3,2,Revenue,1865875.58
1455,20250901,3,3,Revenue,1588601.01
1456,20250901,3,4,Revenue,539504.54
1457,20250901,3,5,Revenue,2082935.06
1458,20250901,3,6,Revenue,740949.77
1459,20250901,4,1,Revenue,1739263.38
1460,20250901,4,2,Revenue,2400202.52
1461,20250901,4,3,Revenue,2377720.81
1462,20250901,4,4,Revenue,1876218.99
1463,20250901,4,5,Revenue,1858151.3
1464,20250901,4,6,Revenue,1122286.04
1465,20250901,5,1,Revenue,2190814.54
1466,20250901,5,2,Revenue,570985.11
1467,20250901,5,3,Revenue,2184236.85
1468,20250901,5,4,Revenue,793267.13
1469,20250901,5,5,Revenue,1731630.95
1470,20250901,5,6,Revenue,819760.91
1471,20250901,6,1,Revenue,1070543.3
1472,20250901,6,2,Revenue,1011454.92
1473,20250901,6,3,Revenue,2327864.78
1474,20250901,6,4,Revenue,1944694.71
1475,20250901,6,5,Revenue,1033130.52
1476,20250901,6,6,Revenue,2255680.63
1477,20250901,7,1,Revenue,2105058.17
1478,20250901,7,2,Revenue,943217.01
1479,20250901,7,3,Revenue,1876121.08
1480,20250901,7,4,Revenue,2307911.2
1481,20250901,7,5,Revenue,1626736.6
1482,20250901,7,6,Revenue,1515989.57
1483,20250901,8,1,Revenue,1575028.88
1484,20250901,8,2,Revenue,1025996.3
1485,20250901,8,3,Revenue,2086549.14
1486,20250901,8,4,Revenue,2158224.55
1487,20250901,8,5,Revenue,1142900.53
1488,20250901,8,6,Revenue,535837.62
1489,20250901,9,1,Revenue,1001257.27
1490,20250901,9,2,Revenue,987834.08
1491,20250901,9,3,Revenue,645339.93
1492,20250901,9,4,Revenue,1312187.85
1493,20250901,9,5,Revenue,2116191.98
1494,20250901,9,6,Revenue,815596.36
1495,20250901,10,1,Revenue,2495323.24
1496,20250901,10,2,Revenue,892808.2
1497,20250901,10,3,Revenue,1626073.01
1498,20250901,10,4,Revenue,1662569.99
1499,20250901,10,5,Revenue,1525485.39
1500,20250901,10,6,Revenue,1925772.46
1501,20250901,11,1,Revenue,1279349.36
1502,20250901,11,2,Revenue,894638.41
1503,20250901,11,3,Revenue,536604.4
1504,20250901,11,4,Revenue,933901.72
1505,20250901,11,5,Revenue,695122.75
1506,20250901,11,6,Revenue,591889.69
1507,20250901,12,1,Revenue,955904.68
1508,20250901,12,2,Revenue,796658.38
1509,20250901,12,3,Revenue,1584798.79
1510,20250901,12,4,Revenue,609708.41
1511,20250901,12,5,Revenue,1950369.49
1512,20250901,12,6,Revenue,1444329.44
1513,20251001,1,1,Revenue,811680.82
1514,20251001,1,2,Revenue,1352328.69
1515,20251001,1,3,Revenue,1264602.1
1516,20251001,1,4,Revenue,1759165.84
1517,20251001,1,5,Revenue,2379527.07
1518,20251001,1,6,Revenue,811084.1
1519,20251001,2,1,Revenue,1600747.1
1520,20251001,2,2,Revenue,874186.62
1521,20251001,2,3,Revenue,1823915.42
1522,20251001,2,4,Revenue,753094.25
1523,20251001,2,5,Revenue,615082.24
1524,20251001,2,6,Revenue,1641985.34
1525,20251001,3,1,Revenue,2246780.64
1526,20251001,3,2,Revenue,752158.2
1527,20251001,3,3,Revenue,963675.48
1528,20251001,3,4,Revenue,557528.11
1529,20251001,3,5,Revenue,2026119.28
1530,20251001,3,6,Revenue,952737.49
1531,20251001,4,1,Revenue,898250.46
1532,20251001,4,2,Revenue,2386390.21
1533,20251001,4,3,Revenue,510063.7
1534,20251001,4,4,Revenue,1282635.92
1535,20251001,4,5,Revenue,1172446.52
1536,20251001,4,6,Revenue,1770774.32
1537,20251001,5,1,Revenue,1342139.46
1538,20251001,5,2,Revenue,2370595.66
1539,20251001,5,3,Revenue,2442582.63
1540,20251001,5,4,Revenue,1718576.93
1541,20251001,5,5,Revenue,1783837.72
1542,20251001,5,6,Revenue,1370324.8
1543,20251001,6,1,Revenue,1161895.59
1544,20251001,6,2,Revenue,2246496.49
1545,20251001,6,3,Revenue,517899.75
1546,20251001,6,4,Revenue,2173757.23
1547,20251001,6,5,Revenue,2478924.64
1548,20251001,6,6,Revenue,1706745.94
1549,20251001,7,1,Revenue,1551739.73
1550,20251001,7,2,Revenue,1168464.2
1551,20251001,7,3,Revenue,1430775.21
1552,20251001,7,4,Revenue,1543948.74
1553,20251001,7,5,Revenue,2259749.32
1554,20251001,7,6,Revenue,858017.75
1555,20251001,8,1,Revenue,1287934.72
1556,20251001,8,2,Revenue,679510.3
1557,20251001,8,3,Revenue,874203.03
1558,20251001,8,4,Revenue,1832073.71
1559,20251001,8,5,Revenue,1681874.87
1560,20251001,8,6,Revenue,2296800.71
1561,20251001,9,1,Revenue,2250942.66
1562,20251001,9,2,Revenue,754578.03
1563,20251001,9,3,Revenue,621676.36
1564,20251001,9,4,Revenue,1856907.43
1565,20251001,9,5,Revenue,1565330.48
1566,20251001,9,6,Revenue,592850.77
1567,20251001,10,1,Revenue,1590649.17
1568,20251001,10,2,Revenue,1354583.1
1569,20251001,10,3,Revenue,1826517.25
1570,20251001,10,4,Revenue,1200974.95
1571,20251001,10,5,Revenue,922996.23
1572,20251001,10,6,Revenue,896563.36
1573,20251001,11,1,Revenue,528221.12
1574,20251001,11,2,Revenue,1268946.6
1575,20251001,11,3,Revenue,1428403.74
1576,20251001,11,4,Revenue,1508098.43
1577,20251001,11,5,Revenue,1304871.63
1578,20251001,11,6,Revenue,990876.68
1579,20251001,12,1,Revenue,1009900.15
1580,20251001,12,2,Revenue,2323772.63
1581,20251001,12,3,Revenue,1802176.72
1582,20251001,12,4,Revenue,516854.25
1583,20251001,12,5,Revenue,2083484.69
1584,20251001,12,6,Revenue,905369.94
1585,20251101,1,1,Revenue,2006192.89
1586,20251101,1,2,Revenue,2083009.82
1587,20251101,1,3,Revenue,836117.28
1588,20251101,1,4,Revenue,1691673.82
1589,20251101,1,5,Revenue,1811554.94
1590,20251101,1,6,Revenue,1497737.2
1591,20251101,2,1,Revenue,2465385.68
1592,20251101,2,2,Revenue,1305015.97
1593,20251101,2,3,Revenue,630645.43
1594,20251101,2,4,Revenue,2291660.12
1595,20251101,2,5,Revenue,1338374.17
1596,20251101,2,6,Revenue,2423856.81
1597,20251101,3,1,Revenue,1067580.52
1598,20251101,3,2,Revenue,1868158.48
1599,20251101,3,3,Revenue,528411.47
1600,20251101,3,4,Revenue,1213968.41
1601,20251101,3,5,Revenue,607172.33
1602,20251101,3,6,Revenue,2287920.05
1603,20251101,4,1,Revenue,1113666.75
1604,20251101,4,2,Revenue,2036417.27
1605,20251101,4,3,Revenue,961724.14
1606,20251101,4,4,Revenue,2103015.39
1607,20251101,4,5,Revenue,2143515.4
1608,20251101,4,6,Revenue,1340774.53
1609,20251101,5,1,Revenue,2308690.12
1610,20251101,5,2,Revenue,2222111.51
1611,20251101,5,3,Revenue,1301331.43
1612,20251101,5,4,Revenue,628262.2
1613,20251101,5,5,Revenue,2180953.33
1614,20251101,5,6,Revenue,1566724.07
1615,20251101,6,1,Revenue,1670790.16
1616,20251101,6,2,Revenue,655072.38
1617,20251101,6,3,Revenue,2308161.11
1618,20251101,6,4,Revenue,1277880.19
1619,20251101,6,5,Revenue,2199870.74
1620,20251101,6,6,Revenue,515654.76
1621,20251101,7,1,Revenue,775090.89
1622,20251101,7,2,Revenue,2006665.65
1623,20251101,7,3,Revenue,2427131.07
1624,20251101,7,4,Revenue,1684598.13
1625,20251101,7,5,Revenue,638959.61
1626,20251101,7,6,Revenue,2466243.81
1627,20251101,8,1,Revenue,1499568.7
1628,20251101,8,2,Revenue,511101.83
1629,20251101,8,3,Revenue,1911093.58
1630,20251101,8,4,Revenue,2238560.86
1631,20251101,8,5,Revenue,2419086.55
1632,20251101,8,6,Revenue,655629.25
1633,20251101,9,1,Revenue,2111464.25
1634,20251101,9,2,Revenue,1737326.16
1635,20251101,9,3,Revenue,1142115.45
1636,20251101,9,4,Revenue,2360554.23
1637,20251101,9,5,Revenue,1696540.09
1638,20251101,9,6,Revenue,1097426.38
1639,20251101,10,1,Revenue,2411072.51
1640,20251101,10,2,Revenue,791552.47
1641,20251101,10,3,Revenue,2043942.86
1642,20251101,10,4,Revenue,787310.46
1643,20251101,10,5,Revenue,1431026.08
1644,20251101,10,6,Revenue,1344845.93
1645,20251101,11,1,Revenue,2039882.99
1646,20251101,11,2,Revenue,1875293.63
1647,20251101,11,3,Revenue,1310480.94
1648,20251101,11,4,Revenue,2370348.73
1649,20251101,11,5,Revenue,2190026.35
1650,20251101,11,6,Revenue,2149556.18
1651,20251101,12,1,Revenue,700619.9
1652,20251101,12,2,Revenue,1546131.97
1653,20251101,12,3,Revenue,2231608.77
1654,20251101,12,4,Revenue,861865.72
1655,20251101,12,5,Revenue,946176.88
1656,20251101,12,6,Revenue,2476510.52
1657,20251201,1,1,Revenue,547409.63
1658,20251201,1,2,Revenue,1115098.34
1659,20251201,1,3,Revenue,2362048.24
1660,20251201,1,4,Revenue,778905.02
1661,20251201,1,5,Revenue,555029.23
1662,20251201,1,6,Revenue,1147938.24
1663,20251201,2,1,Revenue,528426.23
1664,20251201,2,2,Revenue,1683103.58
1665,20251201,2,3,Revenue,576871.24
1666,20251201,2,4,Revenue,629499.18
1667,20251201,2,5,Revenue,1305232.36
1668,20251201,2,6,Revenue,2194809.21
1669,20251201,3,1,Revenue,2379465.77
1670,20251201,3,2,Revenue,1127017.55
1671,20251201,3,3,Revenue,1837167.5
1672,20251201,3,4,Revenue,1110805.02
1673,20251201,3,5,Revenue,2287364.86
1674,20251201,3,6,Revenue,648407.78
1675,20251201,4,1,Revenue,1054858.3
1676,20251201,4,2,Revenue,659868.87
1677,20251201,4,3,Revenue,1913659.74
1678,20251201,4,4,Revenue,1872133.72
1679,20251201,4,5,Revenue,939727.57
1680,20251201,4,6,Revenue,1524283.13
1681,20251201,5,1,Revenue,1130527.27
1682,20251201,5,2,Revenue,2387164.86
1683,20251201,5,3,Revenue,1266581.97
1684,20251201,5,4,Revenue,530571.9
1685,20251201,5,5,Revenue,854682.6
1686,20251201,5,6,Revenue,1103181.21
1687,20251201,6,1,Revenue,741345.48
1688,20251201,6,2,Revenue,1621468.99
1689,20251201,6,3,Revenue,1313875.21
1690,20251201,6,4,Revenue,1001751.93
1691,20251201,6,5,Revenue,947529.83
1692,20251201,6,6,Revenue,2429695.41
1693,20251201,7,1,Revenue,1720973.72
1694,20251201,7,2,Revenue,787738.87
1695,20251201,7,3,Revenue,1646979.31
1696,20251201,7,4,Revenue,1052694.53
1697,20251201,7,5,Revenue,2315722.11
1698,20251201,7,6,Revenue,1270311.93
1699,20251201,8,1,Revenue,1631545.91
1700,20251201,8,2,Revenue,1363329.16
1701,20251201,8,3,Revenue,2425005.47
1702,20251201,8,4,Revenue,1775905.38
1703,20251201,8,5,Revenue,2488495.52
1704,20251201,8,6,Revenue,1454418.82
1705,20251201,9,1,Revenue,548999.83
1706,20251201,9,2,Revenue,2269903.86
1707,20251201,9,3,Revenue,553959.83
1708,20251201,9,4,Revenue,1456892.55
1709,20251201,9,5,Revenue,940282.06
1710,20251201,9,6,Revenue,561688.88
1711,20251201,10,1,Revenue,2050234.48
1712,20251201,10,2,Revenue,678189.11
1713,20251201,10,3,Revenue,2260405.92
1714,20251201,10,4,Revenue,1547665.12
1715,20251201,10,5,Revenue,789940.01
1716,20251201,10,6,Revenue,1584427.81
1717,20251201,11,1,Revenue,1641740.19
1718,20251201,11,2,Revenue,700097.5
1719,20251201,11,3,Revenue,1948189.13
1720,20251201,11,4,Revenue,1379798.76
1721,20251201,11,5,Revenue,1810544.43
1722,20251201,11,6,Revenue,1100309.83
1723,20251201,12,1,Revenue,1933857.05
1724,20251201,12,2,Revenue,864658.85
1725,20251201,12,3,Revenue,1812730.94
1726,20251201,12,4,Revenue,2260173.74
1727,20251201,12,5,Revenue,2183993.18
1728,20251201,12,6,Revenue,1411131.22
