return_key,date_key,sales_key,order_key,customer_key,product_key,location_key,return_quantity,return_amount,return_reason
2076,20240722,34898,11624,384,165,7,6,40139.23,Quality Issue
2077,20251106,34913,11628,90,79,5,2,8628.51,Duplicate Order
2078,20250915,34914,11629,947,47,8,2,5220.22,Customer Changed Mind
2079,20241129,34932,11634,236,132,12,3,22117.78,Quality Issue
2080,20250319,34961,11645,939,70,8,4,7219.94,Incorrect Product
2081,20241128,34963,11647,704,75,4,2,19056.66,Duplicate Order
2082,20240513,34968,11648,888,142,3,1,5152.57,Damaged
2083,20241005,35000,11663,229,111,6,2,12986.66,Duplicate Order
2084,20241005,35001,11663,229,192,6,3,13450.18,Incorrect Product
2085,20250924,35017,11668,102,78,3,2,8978.12,Quality Issue
2086,20240126,35087,11688,464,1,8,4,22673.38,Duplicate Order
2087,20250302,35100,11691,836,21,2,5,13251.22,Duplicate Order
2088,20241223,35104,11692,459,133,2,1,4081.96,Customer Changed Mind
2089,20240419,35110,11694,246,97,8,3,9767.11,Incorrect Product
2090,20240618,35128,11699,989,149,9,1,1355.29,Damaged
2091,20240720,35139,11702,111,193,8,4,15763.9,Quality Issue
2092,20240612,35142,11703,164,74,9,4,16515.21,Incorrect Product
2093,20240211,35228,11736,793,61,7,3,12659.13,Damaged
2094,20251227,35233,11739,94,106,3,1,3526.1,Customer Changed Mind
2095,20250702,35257,11748,959,173,9,3,15394.6,Customer Changed Mind
2096,20251001,35269,11753,401,71,5,3,6126.01,Duplicate Order
2097,20251224,35274,11754,514,85,12,3,1563.75,Customer Changed Mind
2098,20240919,35278,11756,267,70,5,6,8722.02,Incorrect Product
2099,20240922,35290,11760,323,185,12,2,17302.64,Quality Issue
2100,20240321,35293,11761,382,117,6,1,2019.97,Damaged
2101,20241003,35310,11766,327,146,2,5,28525.69,Duplicate Order
2102,20251202,35321,11769,524,159,4,1,2959.29,Damaged
2103,20250727,35351,11779,767,38,6,2,16724.95,Damaged
2104,20250616,35361,11783,274,181,4,1,4533.26,Duplicate Order
2105,20250618,35377,11787,410,49,12,4,16648.21,Customer Changed Mind
2106,20250613,35381,11788,376,29,11,1,1836.15,Duplicate Order
2107,20250618,35389,11791,873,8,6,4,20793.6,Incorrect Product
2108,20240103,35408,11797,851,152,3,4,20025.13,Customer Changed Mind
2109,20241128,35429,11803,754,46,4,5,2177.24,Duplicate Order
2110,20241128,35431,11803,754,65,4,2,4823.85,Damaged
2111,20240623,35453,11812,120,123,12,1,4938.49,Customer Changed Mind
2112,20240528,35457,11813,697,151,5,1,7110.29,Damaged
2113,20241225,35463,11815,418,173,7,4,20913.64,Quality Issue
2114,20240426,35471,11817,999,102,3,2,14807.69,Duplicate Order
2115,20250311,35485,11822,505,73,5,2,10539.65,Quality Issue
2116,20240315,35495,11824,375,145,1,5,3260.86,Incorrect Product
2117,20250817,35499,11825,428,142,5,5,18325.54,Customer Changed Mind
2118,20251102,35530,11835,690,74,2,3,16058.19,Duplicate Order
2119,20250511,35557,11846,841,94,11,2,2770.02,Damaged
2120,20250704,35562,11848,317,29,5,1,1858.38,Incorrect Product
2121,20240229,35566,11849,889,13,1,3,33202.29,Incorrect Product
2122,20240511,35574,11852,843,129,7,4,18278.83,Duplicate Order
2123,20250105,35578,11853,480,143,10,1,7675.8,Customer Changed Mind
2124,20250925,35592,11858,532,104,9,1,4615.7,Incorrect Product
2125,20240111,35593,11859,271,169,2,1,3012.35,Incorrect Product
2126,20241107,35651,11877,270,159,8,5,14443.5,Quality Issue
2127,20240828,35654,11878,265,59,6,1,2901.75,Duplicate Order
2128,20250809,35666,11881,469,167,2,5,2499.79,Damaged
2129,20250210,35677,11887,415,63,6,3,19846.61,Duplicate Order
2130,20241002,35690,11891,376,104,7,1,5684.34,Damaged
2131,20240427,35716,11901,698,77,2,2,8387.25,Customer Changed Mind
2132,20251211,35734,11907,620,178,7,2,10906.3,Quality Issue
2133,20251211,35736,11907,620,120,7,1,657.75,Customer Changed Mind
2134,20250725,35741,11910,593,82,6,1,834.14,Quality Issue
2135,20240118,35753,11914,833,121,5,1,1958.99,Customer Changed Mind
2136,20251026,35759,11918,960,183,12,2,13093.13,Incorrect Product
2137,20240914,35795,11931,499,168,6,4,8212.35,Incorrect Product
2138,20250923,35804,11934,335,39,11,1,4525.07,Quality Issue
2139,20240212,35831,11941,947,166,7,1,5940.02,Duplicate Order
2140,20241007,35837,11942,781,165,6,1,7683.51,Customer Changed Mind
2141,20241019,35844,11944,429,3,6,1,1245.79,Duplicate Order
2142,20250412,35851,11946,646,156,7,4,13575.46,Customer Changed Mind
2143,20240510,35889,11958,510,113,8,2,324.18,Incorrect Product
2144,20250205,35907,11965,659,187,7,2,14810.07,Damaged
2145,20250219,35915,11968,949,48,6,2,13338.02,Incorrect Product
2146,20240911,35926,11971,129,35,5,1,1904.94,Incorrect Product
2147,20250222,35953,11979,282,77,9,1,4402.13,Customer Changed Mind
2148,20240719,36020,12001,280,43,7,3,13810.29,Damaged
2149,20240520,36028,12003,729,119,11,1,3380.6,Damaged
2150,20240419,36032,12004,590,71,12,3,6719.34,Damaged
2151,20250312,36046,12008,621,19,5,6,20520.9,Customer Changed Mind
2152,20250203,36052,12010,38,88,7,5,19608.58,Damaged
2153,20240514,36062,12012,28,51,1,4,19736.55,Damaged
2154,20240219,36121,12030,641,90,2,5,6396.61,Damaged
2155,20250104,36124,12031,358,77,12,1,3208.08,Duplicate Order
2156,20241018,36131,12033,836,83,2,1,1646.94,Damaged
2157,20240307,36134,12034,334,101,12,1,5012.8,Duplicate Order
2158,20250905,36137,12035,42,97,7,4,13694.16,Incorrect Product
2159,20241023,36142,12036,323,63,3,2,14980.04,Damaged
2160,20241209,36147,12037,282,164,3,2,13573.8,Quality Issue
2161,20250719,36176,12048,179,144,5,2,18074.47,Quality Issue
2162,20240117,36182,12050,406,194,5,3,20792.98,Incorrect Product
2163,20251116,36222,12064,614,56,6,4,25009.67,Duplicate Order
2164,20240328,36232,12067,816,12,4,1,2223.27,Damaged
2165,20240328,36235,12067,816,7,4,1,169.91,Customer Changed Mind
2166,20241231,36243,12070,375,185,12,1,9228.73,Duplicate Order
2167,20250725,36245,12071,762,64,9,2,5148.51,Duplicate Order
2168,20250601,36251,12073,207,89,3,5,37232.15,Incorrect Product
2169,20250601,36252,12073,207,180,3,1,1935.89,Customer Changed Mind
2170,20240713,36260,12075,487,120,7,3,2422.7,Quality Issue
2171,20250124,36273,12079,400,113,8,1,199.56,Customer Changed Mind
2172,20250531,36287,12084,769,42,10,5,25764.44,Incorrect Product
2173,20251128,36334,12097,490,63,3,2,13890.75,Damaged
2174,20240821,36335,12098,876,116,8,5,26103.78,Incorrect Product
2175,20250928,36341,12099,655,10,12,2,4474.0,Incorrect Product
2176,20240902,36368,12109,918,144,12,1,6454.88,Customer Changed Mind
2177,20241024,36384,12114,512,92,3,1,361.31,Duplicate Order
2178,20250913,36403,12121,979,80,5,3,26761.88,Quality Issue
2179,20250913,36405,12121,979,57,5,1,2882.22,Quality Issue
2180,20240714,36411,12123,222,33,7,4,13295.54,Quality Issue
2181,20241023,36424,12128,505,34,1,2,662.86,Duplicate Order
2182,20250530,36438,12133,130,160,11,3,7466.42,Duplicate Order
2183,20250126,36442,12134,657,134,3,1,5139.63,Damaged
2184,20250612,36490,12155,199,94,1,5,6666.79,Incorrect Product
2185,20250322,36510,12162,732,176,3,3,5253.3,Incorrect Product
2186,20240413,36522,12166,110,29,7,1,2251.38,Duplicate Order
2187,20251201,36542,12172,837,98,8,3,2138.45,Customer Changed Mind
2188,20250922,36557,12175,169,25,9,2,3674.34,Incorrect Product
2189,20240411,36584,12183,95,99,2,4,19337.04,Incorrect Product
2190,20240810,36593,12185,974,99,4,2,7285.55,Duplicate Order
2191,20240712,36600,12187,35,52,11,2,16860.36,Damaged
2192,20250728,36608,12190,734,122,5,1,3867.06,Damaged
2193,20241123,36631,12198,782,31,8,2,15910.57,Incorrect Product
2194,20241001,36709,12224,816,75,10,1,7626.48,Damaged
2195,20241001,36710,12224,816,83,10,7,10991.19,Damaged
2196,20240717,36714,12225,126,48,6,1,8200.95,Quality Issue
2197,20241218,36720,12227,509,167,4,1,658.91,Incorrect Product
2198,20250418,36729,12229,382,5,4,1,4265.58,Customer Changed Mind
2199,20241031,36744,12235,418,109,4,1,9397.45,Incorrect Product
2200,20250125,36763,12240,100,59,12,2,5524.54,Quality Issue
2201,20241012,36773,12244,647,109,2,3,20060.95,Incorrect Product
2202,20240405,36793,12249,935,108,12,2,13334.62,Customer Changed Mind
2203,20250124,36829,12262,686,16,11,5,11158.5,Duplicate Order
2204,20240124,36882,12278,175,76,10,3,11054.5,Incorrect Product
2205,20240426,36889,12281,825,157,7,1,1235.66,Incorrect Product
2206,20251006,36895,12282,167,73,6,7,45166.94,Customer Changed Mind
2207,20240924,36912,12288,913,23,4,1,1398.47,Customer Changed Mind
2208,20240329,36924,12293,550,72,12,2,11385.39,Quality Issue
2209,20250615,36944,12301,72,120,12,3,2056.6,Quality Issue
2210,20250930,36946,12302,267,149,9,1,1104.24,Incorrect Product
2211,20240107,36968,12310,370,36,6,6,16743.08,Customer Changed Mind
2212,20250923,36986,12317,285,135,11,2,7230.63,Quality Issue
2213,20240124,36994,12320,880,158,9,1,4351.06,Quality Issue
2214,20250929,37049,12339,118,5,10,3,9073.94,Quality Issue
2215,20251026,37071,12346,458,40,7,2,14425.18,Duplicate Order
2216,20240605,37097,12353,892,43,11,2,7664.63,Damaged
2217,20250827,37103,12356,843,24,4,2,8405.32,Incorrect Product
2218,20240902,37126,12362,998,173,7,3,13383.68,Damaged
2219,20251010,37146,12368,322,167,1,4,2835.23,Damaged
2220,20240730,37163,12372,339,175,10,1,7186.87,Customer Changed Mind
2221,20251002,37173,12377,290,43,10,5,27273.15,Incorrect Product
2222,20240920,37178,12378,57,68,4,1,1101.29,Damaged
2223,20251025,37188,12381,181,161,4,1,8874.43,Incorrect Product
2224,20240306,37235,12395,611,152,7,2,8406.26,Quality Issue
2225,20240306,37236,12395,611,161,7,3,13672.72,Customer Changed Mind
2226,20240306,37260,12402,113,20,9,1,2319.36,Duplicate Order
2227,20240116,37266,12405,242,34,3,1,250.73,Quality Issue
2228,20250729,37271,12408,131,9,8,3,8843.04,Customer Changed Mind
2229,20251109,37285,12412,629,128,7,4,2052.7,Incorrect Product
2230,20250116,37288,12413,265,195,10,6,44685.75,Damaged
2231,20240528,37295,12415,103,133,4,2,8790.63,Quality Issue
2232,20251228,37300,12416,127,132,6,1,7684.24,Duplicate Order
2233,20251101,37325,12424,824,80,7,3,21066.71,Duplicate Order
2234,20240512,37335,12427,761,80,9,3,24139.86,Duplicate Order
2235,20250729,37337,12428,333,66,9,6,23664.42,Duplicate Order
2236,20240607,37375,12442,569,15,10,2,12124.6,Damaged
2237,20240404,37385,12447,681,33,12,1,2648.17,Customer Changed Mind
2238,20250509,37391,12448,260,57,9,1,3450.69,Incorrect Product
2239,20240522,37393,12449,857,143,11,2,11127.51,Damaged
2240,20240402,37407,12452,280,112,10,3,15301.36,Incorrect Product
2241,20241112,37420,12455,266,133,3,3,13029.32,Incorrect Product
2242,20240326,37453,12466,997,71,12,1,1740.18,Duplicate Order
2243,20250313,37481,12475,631,27,11,1,3062.04,Incorrect Product
2244,20250130,37506,12484,398,128,1,3,1570.23,Duplicate Order
2245,20240611,37516,12488,519,180,1,4,8141.98,Duplicate Order
2246,20241217,37562,12506,866,180,11,2,3693.45,Damaged
2247,20250616,37586,12512,801,78,12,1,4073.4,Duplicate Order
2248,20250616,37587,12512,801,99,12,1,4109.71,Quality Issue
2249,20240905,37592,12513,357,25,12,1,1903.13,Incorrect Product
2250,20251026,37607,12519,914,173,4,1,4754.34,Incorrect Product
2251,20250623,37631,12525,305,45,6,2,8836.78,Customer Changed Mind
2252,20251228,37666,12537,167,50,11,3,4789.93,Incorrect Product
2253,20250321,37690,12542,777,140,7,3,3706.46,Incorrect Product
2254,20251202,37693,12544,147,51,6,4,16888.04,Customer Changed Mind
2255,20251201,37716,12552,407,135,3,2,12014.84,Incorrect Product
2256,20250523,37782,12572,163,132,5,1,6399.97,Customer Changed Mind
2257,20240818,37800,12578,886,87,8,6,21842.64,Duplicate Order
2258,20240416,37810,12580,532,167,5,1,519.45,Duplicate Order
2259,20240124,37822,12583,8,170,1,6,5331.36,Customer Changed Mind
2260,20250528,37831,12585,337,72,4,1,4546.37,Damaged
2261,20240206,37848,12590,88,51,11,3,11453.07,Quality Issue
2262,20240717,37864,12595,568,198,1,4,13270.72,Quality Issue
2263,20240717,37865,12595,568,140,1,1,747.26,Damaged
2264,20240717,37866,12595,568,37,1,3,6375.83,Damaged
2265,20240211,37871,12597,818,95,2,2,8621.11,Incorrect Product
2266,20240912,37894,12604,494,169,1,2,7666.14,Quality Issue
2267,20250116,37901,12606,172,4,2,1,1049.26,Customer Changed Mind
2268,20240520,37904,12607,872,100,1,4,2775.2,Customer Changed Mind
2269,20251030,37921,12612,277,154,4,3,5467.13,Quality Issue
2270,20240730,37934,12617,354,15,6,3,17558.84,Quality Issue
2271,20240825,37947,12622,462,158,10,7,30415.95,Customer Changed Mind
2272,20240107,37959,12625,214,168,2,3,7167.17,Damaged
2273,20251225,37965,12627,881,87,7,3,11964.26,Incorrect Product
2274,20251115,37985,12633,692,61,5,3,18211.39,Customer Changed Mind
2275,20241110,37991,12635,490,145,5,3,2021.29,Incorrect Product
2276,20251024,37995,12637,720,124,9,1,3858.84,Damaged
2277,20240428,38000,12638,205,104,9,1,4297.05,Incorrect Product
2278,20240722,38004,12641,152,24,7,3,15167.77,Damaged
2279,20251021,38033,12650,321,133,10,3,10378.29,Damaged
2280,20250225,38057,12657,555,106,9,1,4355.86,Customer Changed Mind
2281,20240615,38098,12669,535,140,3,1,1075.28,Customer Changed Mind
2282,20240707,38159,12688,860,189,9,2,4569.8,Damaged
2283,20241230,38199,12700,422,37,3,7,12869.19,Incorrect Product
2284,20241122,38226,12706,533,3,11,2,2688.49,Duplicate Order
2285,20240120,38233,12709,846,73,10,4,23199.17,Duplicate Order
2286,20250721,38239,12711,499,51,9,3,9218.26,Damaged
2287,20251110,38253,12715,705,57,1,2,8029.56,Incorrect Product
2288,20240628,38263,12718,178,140,7,1,940.96,Duplicate Order
2289,20250727,38333,12738,458,157,12,2,2615.31,Damaged
2290,20240827,38352,12744,412,56,4,2,11881.88,Incorrect Product
2291,20251217,38369,12751,191,108,6,7,51555.18,Incorrect Product
2292,20250826,38370,12752,12,121,1,4,6495.44,Damaged
2293,20250720,38381,12756,955,37,3,2,4483.43,Incorrect Product
2294,20240920,38428,12774,33,161,2,2,11597.05,Duplicate Order
2295,20250514,38431,12776,109,126,9,3,18805.74,Quality Issue
2296,20250729,38440,12778,46,124,8,1,4815.05,Damaged
2297,20251203,38447,12780,949,19,1,6,25144.54,Incorrect Product
2298,20241226,38456,12784,716,57,9,1,3680.81,Incorrect Product
2299,20240122,38461,12786,2,34,8,2,584.15,Customer Changed Mind
2300,20240517,38478,12791,129,8,4,6,39254.37,Customer Changed Mind
2301,20240625,38519,12802,949,135,1,4,20929.37,Customer Changed Mind
2302,20240528,38555,12815,827,38,12,4,32316.83,Customer Changed Mind
2303,20251019,38556,12816,486,193,7,1,3299.87,Quality Issue
2304,20241013,38562,12818,473,70,2,3,6814.65,Duplicate Order
2305,20250318,38565,12819,676,130,6,2,12657.97,Quality Issue
2306,20241110,38567,12820,811,148,3,2,2185.56,Duplicate Order
2307,20250530,38588,12826,251,132,4,2,11880.39,Damaged
2308,20251025,38617,12838,981,42,10,1,6973.79,Incorrect Product
2309,20251025,38619,12838,981,122,10,1,5169.1,Customer Changed Mind
2310,20250929,38621,12840,572,45,9,5,17975.69,Customer Changed Mind
2311,20250529,38647,12849,51,185,6,6,50133.07,Quality Issue
2312,20240203,38666,12856,454,152,8,2,9303.57,Customer Changed Mind
2313,20251107,38680,12860,438,122,1,5,30083.93,Duplicate Order
2314,20250211,38682,12861,559,119,8,2,7362.44,Quality Issue
2315,20240228,38745,12880,942,85,6,3,1544.49,Damaged
2316,20240302,38760,12887,553,58,2,3,22545.59,Quality Issue
2317,20250123,38770,12891,599,67,12,2,1831.54,Customer Changed Mind
2318,20240405,38788,12897,162,9,1,3,9085.04,Incorrect Product
2319,20250421,38789,12898,146,180,11,1,1855.41,Incorrect Product
2320,20250421,38792,12898,146,108,11,3,22056.24,Quality Issue
2321,20250107,38794,12899,442,101,11,3,16314.5,Duplicate Order
2322,20240318,38814,12905,104,111,10,1,6054.26,Customer Changed Mind
2323,20250908,38819,12907,381,44,12,3,18439.68,Customer Changed Mind
2324,20250709,38873,12921,296,165,5,2,9908.84,Damaged
2325,20250221,38894,12928,647,164,6,1,6493.28,Duplicate Order
2326,20251119,38908,12932,873,132,6,7,70274.92,Customer Changed Mind
2327,20251119,38909,12932,873,64,6,1,3429.44,Incorrect Product
2328,20240403,38933,12939,24,141,4,1,2722.62,Incorrect Product
2329,20250625,38943,12942,33,55,1,5,4074.49,Incorrect Product
2330,20250629,38966,12951,573,72,2,4,17407.32,Incorrect Product
2331,20250115,38974,12954,61,174,9,1,2127.0,Duplicate Order
2332,20250115,38977,12954,61,62,9,4,2238.46,Duplicate Order
2333,20240213,38983,12956,9,108,8,7,58055.14,Customer Changed Mind
2334,20250110,38987,12957,649,177,8,2,14577.75,Quality Issue
2335,20241003,39004,12966,666,81,6,1,1971.68,Quality Issue
2336,20241103,39017,12973,522,104,8,1,6888.68,Quality Issue
2337,20240101,39033,12977,245,19,3,2,8624.3,Damaged
2338,20250417,39038,12979,888,92,7,4,844.09,Quality Issue
2339,20250417,39040,12979,888,169,7,2,6669.52,Damaged
2340,20250910,39048,12983,107,132,6,2,14984.51,Damaged
2341,20250910,39049,12983,107,127,6,4,6514.9,Incorrect Product
2342,20240117,39098,13000,272,171,2,3,1691.1,Damaged
2343,20240117,39100,13000,272,43,2,3,12644.01,Duplicate Order
2344,20241109,39109,13003,799,98,3,3,2329.82,Duplicate Order
2345,20240910,39122,13006,144,146,9,1,4713.8,Damaged
2346,20250513,39125,13007,569,49,3,4,14476.14,Damaged
2347,20250220,39162,13017,63,142,4,1,3545.11,Duplicate Order
2348,20250819,39216,13036,755,151,4,4,43342.74,Duplicate Order
2349,20251216,39234,13043,116,78,5,1,6136.23,Quality Issue
2350,20250129,39253,13049,449,155,12,2,7809.2,Incorrect Product
2351,20241102,39292,13064,345,108,5,3,20746.79,Customer Changed Mind
2352,20241225,39300,13066,740,30,12,3,26214.09,Customer Changed Mind
2353,20240902,39323,13075,916,70,2,2,4611.42,Quality Issue
2354,20240603,39366,13088,43,123,9,2,11909.39,Duplicate Order
2355,20250504,39376,13092,779,145,10,3,2259.39,Customer Changed Mind
2356,20240909,39378,13093,81,110,2,3,290.73,Customer Changed Mind
2357,20250430,39402,13102,128,101,7,1,5936.48,Damaged
2358,20250421,39417,13107,35,21,11,2,6760.96,Damaged
2359,20241205,39420,13108,914,114,11,5,5670.58,Quality Issue
2360,20250606,39442,13115,190,197,7,2,8154.52,Duplicate Order
2361,20250322,39479,13127,607,9,2,4,14987.59,Duplicate Order
2362,20250810,39494,13133,429,67,10,1,1063.41,Incorrect Product
2363,20240218,39516,13141,832,98,7,3,1652.3,Incorrect Product
2364,20250219,39527,13146,811,148,5,1,1000.91,Damaged
2365,20250725,39543,13152,20,110,5,2,162.68,Incorrect Product
2366,20250204,39549,13153,436,53,5,2,1896.69,Damaged
2367,20240626,39557,13155,177,56,9,6,28993.14,Quality Issue
2368,20240520,39610,13171,138,131,8,1,3273.71,Customer Changed Mind
2369,20250210,39611,13172,806,32,10,4,15413.16,Duplicate Order
2370,20251022,39616,13173,576,19,11,2,8249.64,Incorrect Product
2371,20250127,39623,13175,927,46,5,2,926.23,Duplicate Order
2372,20250705,39628,13176,151,32,1,1,4669.96,Customer Changed Mind
2373,20250208,39636,13179,589,79,7,3,14523.54,Quality Issue
2374,20240509,39641,13180,556,7,3,1,122.25,Duplicate Order
2375,20240510,39648,13183,490,92,3,4,1103.32,Damaged
2376,20241221,39662,13189,970,152,8,1,4550.67,Customer Changed Mind
2377,20250119,39685,13196,541,109,5,1,8261.59,Customer Changed Mind
2378,20241002,39698,13199,160,90,1,4,5513.82,Damaged
2379,20241205,39720,13207,830,142,8,1,4860.77,Quality Issue
2380,20240909,39774,13223,572,119,1,5,16557.01,Customer Changed Mind
2381,20240424,39793,13228,18,108,12,7,47693.11,Incorrect Product
2382,20241007,39797,13229,490,101,3,1,7726.32,Damaged
2383,20251214,39799,13230,568,170,9,2,2005.61,Damaged
2384,20251228,39807,13233,989,120,11,1,954.78,Duplicate Order
2385,20250329,39817,13236,230,106,4,2,7253.05,Incorrect Product
2386,20250329,39818,13236,230,140,4,3,3214.96,Incorrect Product
2387,20251109,39820,13237,125,35,5,1,1914.26,Quality Issue
2388,20251222,39833,13243,56,147,3,2,1446.17,Duplicate Order
2389,20240115,39837,13246,338,11,3,3,19243.02,Quality Issue
2390,20250731,39842,13247,373,33,9,2,6775.57,Incorrect Product
2391,20240301,39846,13248,199,197,5,7,26356.16,Quality Issue
2392,20250204,39862,13254,167,55,8,4,4143.89,Duplicate Order
2393,20250609,39877,13260,227,53,9,1,956.74,Incorrect Product
2394,20251231,39895,13266,972,11,6,1,5466.98,Quality Issue
2395,20251214,39910,13271,256,171,9,1,741.57,Duplicate Order
2396,20241109,39944,13283,598,20,3,2,5096.49,Incorrect Product
2397,20250715,39977,13297,727,49,7,3,13028.77,Duplicate Order
2398,20250520,39990,13302,487,50,3,1,1192.46,Duplicate Order
2399,20240304,40041,13319,908,3,2,4,5906.76,Damaged
2400,20250908,40116,13343,379,192,2,1,4996.65,Customer Changed Mind
2401,20250107,40145,13354,369,91,2,1,1698.98,Quality Issue
2402,20250130,40170,13362,780,60,3,3,3735.21,Duplicate Order
2403,20250901,40197,13371,832,192,1,5,26419.82,Damaged
2404,20251128,40237,13384,325,79,5,3,16985.9,Incorrect Product
2405,20240120,40251,13389,534,193,8,3,10642.35,Duplicate Order
2406,20240801,40263,13393,390,19,11,1,4504.77,Duplicate Order
2407,20251130,40287,13401,298,83,4,5,7996.66,Customer Changed Mind
2408,20250404,40302,13406,456,79,6,4,16096.4,Duplicate Order
2409,20250418,40309,13409,878,154,1,1,1677.61,Damaged
2410,20240116,40323,13412,119,48,10,3,22606.09,Quality Issue
2411,20250116,40338,13418,712,137,3,1,1602.58,Customer Changed Mind
2412,20250116,40339,13418,712,175,3,2,18755.33,Damaged
2413,20250401,40349,13421,647,125,1,1,7775.02,Customer Changed Mind
2414,20250508,40353,13422,340,111,12,3,17765.76,Quality Issue
2415,20240604,40357,13423,642,148,3,2,1829.38,Quality Issue
2416,20250210,40388,13432,476,95,2,1,4347.99,Damaged
2417,20250429,40408,13441,637,133,4,4,17934.93,Incorrect Product
2418,20240117,40414,13443,350,34,9,1,375.58,Duplicate Order
2419,20241101,40423,13446,690,51,11,3,12689.44,Quality Issue
2420,20250628,40429,13449,987,73,1,3,17771.57,Damaged
2421,20250605,40478,13462,723,170,12,1,903.4,Duplicate Order
2422,20250814,40498,13470,419,90,10,1,1392.48,Damaged
2423,20250916,40503,13472,463,54,1,3,12111.79,Quality Issue
2424,20240826,40508,13474,332,70,9,5,10753.03,Duplicate Order
2425,20250121,40513,13476,109,140,5,1,1107.28,Incorrect Product
2426,20250613,40539,13482,653,154,4,3,5306.54,Customer Changed Mind
2427,20241129,40541,13483,12,127,12,1,1842.91,Damaged
2428,20240317,40551,13485,714,114,1,1,1130.51,Damaged
2429,20250410,40560,13488,403,134,9,1,5722.16,Incorrect Product
2430,20250515,40584,13497,87,142,11,2,7088.72,Duplicate Order
2431,20250120,40645,13516,60,40,1,1,6163.24,Quality Issue
2432,20251218,40651,13518,799,190,3,4,8127.04,Duplicate Order
2433,20250418,40665,13521,433,34,8,1,238.86,Incorrect Product
2434,20240620,40685,13528,319,45,5,3,19010.22,Incorrect Product
2435,20250613,40725,13540,558,170,8,1,1060.08,Duplicate Order
2436,20250627,40749,13548,89,42,2,4,16625.38,Quality Issue
2437,20250630,40751,13549,996,16,6,7,18890.51,Duplicate Order
2438,20240418,40757,13551,412,28,7,3,973.57,Quality Issue
2439,20250527,40760,13552,191,168,9,3,5922.29,Duplicate Order
2440,20251118,40766,13553,74,194,10,3,24369.07,Incorrect Product
2441,20240111,40771,13555,268,158,7,5,23814.4,Incorrect Product
2442,20251124,40779,13558,611,159,9,2,5190.74,Damaged
2443,20250518,40800,13565,218,186,8,1,8547.02,Damaged
2444,20250416,40813,13570,195,70,6,2,2784.99,Damaged
2445,20250715,40867,13591,622,55,6,4,3890.68,Customer Changed Mind
2446,20250918,40919,13610,324,168,2,4,7078.53,Quality Issue
2447,20240919,40955,13623,331,105,9,1,4201.3,Damaged
2448,20250121,40977,13629,98,51,1,1,3691.21,Customer Changed Mind
2449,20251206,40990,13634,641,98,4,4,3223.93,Damaged
2450,20250928,41009,13640,358,97,1,4,8999.41,Damaged
2451,20250209,41030,13647,477,90,9,5,6994.21,Damaged
2452,20240320,41044,13652,75,44,6,2,13282.84,Damaged
2453,20240630,41051,13655,130,44,2,1,6818.95,Duplicate Order
2454,20240630,41054,13655,130,133,2,5,23156.37,Damaged
2455,20241202,41060,13657,957,75,8,4,28839.08,Damaged
2456,20241022,41063,13658,177,17,7,5,15234.6,Quality Issue
2457,20240730,41092,13668,188,55,11,4,3046.85,Damaged
2458,20250316,41097,13669,126,129,1,5,31348.31,Incorrect Product
2459,20240106,41129,13679,982,42,9,3,13065.25,Incorrect Product
2460,20241102,41149,13685,235,178,8,4,33236.27,Damaged
2461,20241102,41150,13685,235,106,8,2,11213.18,Customer Changed Mind
2462,20250621,41154,13686,9,70,5,2,3508.77,Damaged
2463,20250507,41159,13687,649,129,1,5,20752.04,Quality Issue
2464,20240220,41180,13697,300,63,6,5,30783.22,Damaged
2465,20240817,41188,13699,313,96,11,4,15737.57,Damaged
2466,20250321,41201,13703,697,43,5,3,14665.78,Customer Changed Mind
2467,20240607,41206,13705,109,64,4,1,2717.58,Incorrect Product
2468,20241231,41222,13709,784,121,6,2,3673.76,Quality Issue
2469,20240812,41226,13710,122,70,10,3,5600.96,Customer Changed Mind
2470,20251106,41242,13716,696,84,3,2,9602.68,Customer Changed Mind
2471,20250323,41252,13720,778,44,7,2,12376.54,Customer Changed Mind
2472,20250817,41257,13722,230,195,3,2,15149.65,Duplicate Order
2473,20250421,41294,13731,175,156,9,2,6442.37,Customer Changed Mind
2474,20240712,41304,13734,780,198,4,1,3078.51,Customer Changed Mind
2475,20240304,41323,13739,564,166,8,2,10061.41,Customer Changed Mind
2476,20240122,41339,13745,195,3,11,4,5108.88,Quality Issue
2477,20240205,41345,13747,339,115,3,4,19393.95,Customer Changed Mind
2478,20240205,41348,13747,339,93,3,2,1016.38,Duplicate Order
2479,20251026,41362,13751,339,9,4,3,10475.37,Quality Issue
2480,20240702,41375,13756,717,96,5,1,3386.96,Duplicate Order
2481,20250528,41388,13761,810,110,5,2,196.32,Incorrect Product
2482,20250528,41389,13761,810,19,5,2,9415.23,Duplicate Order
2483,20240226,41411,13770,571,96,2,1,3293.35,Damaged
2484,20240902,41435,13777,49,113,10,3,568.56,Quality Issue
2485,20240720,41444,13779,614,59,1,2,5299.18,Quality Issue
2486,20250427,41446,13780,117,63,4,3,18452.39,Customer Changed Mind
2487,20250810,41474,13790,814,130,9,2,11156.86,Quality Issue
2488,20240626,41487,13793,339,16,8,3,8194.62,Quality Issue
2489,20240822,41534,13806,661,134,12,3,13907.72,Customer Changed Mind
2490,20241116,41550,13812,865,172,9,5,22179.24,Customer Changed Mind
2491,20250118,41560,13816,265,51,11,3,10016.17,Quality Issue
