sales_key,date_key,customer_key,product_key,employee_key,location_key,order_key,quantity,unit_price,gross_amount,discount_amount,net_amount,cost_amount,profit_amount,currency
45753,20240204,597,94,38,8,15198,4,2184.98,8739.92,1383.75,7356.18,4122.72,3233.46,INR
45754,20251102,33,177,75,8,15199,3,10953.03,32859.09,6971.0,25888.1,12934.17,12953.93,INR
45755,20251102,33,113,75,8,15199,4,198.81,795.24,69.94,725.3,416.52,308.78,INR
45756,20251102,33,138,75,8,15199,4,2035.64,8142.55,787.15,7355.4,4849.84,2505.56,INR
45757,20240719,845,110,68,4,15200,1,138.59,138.59,10.23,128.37,92.66,35.71,INR
45758,20240719,845,73,68,4,15200,7,6891.85,48242.94,7274.16,40968.78,20707.54,20261.24,INR
45759,20250123,787,148,89,4,15201,5,1169.68,5848.4,426.77,5421.62,3859.35,1562.27,INR
45760,20250123,787,72,89,4,15201,1,5682.25,5682.25,427.44,5254.8,2692.83,2561.97,INR
45761,20250123,787,119,89,4,15201,7,2800.61,19604.3,4028.01,15576.29,17228.54,-1652.25,INR
45762,20241213,820,96,74,10,15202,3,5231.63,15694.88,1445.83,14249.05,6511.62,7737.43,INR
45763,20241213,820,168,74,10,15202,3,2416.15,7248.46,21.59,7226.87,5115.24,2111.63,INR
45764,20250518,50,70,70,10,15203,3,2446.64,7339.92,1807.71,5532.21,3930.06,1602.15,INR
45765,20250518,50,180,70,10,15203,5,2058.64,10293.22,1687.75,8605.46,7391.7,1213.76,INR
45766,20250518,50,100,70,10,15203,2,582.35,1164.7,2.74,1161.97,980.4,181.57,INR
45767,20250518,50,63,70,10,15203,1,6248.7,6248.7,1228.95,5019.75,4740.09,279.66,INR
45768,20250518,50,106,70,10,15203,4,5033.28,20133.11,1148.68,18984.43,10524.56,8459.87,INR
45769,20251016,824,107,78,9,15204,7,2247.7,15733.88,3564.41,12169.47,10934.91,1234.56,INR
45770,20251016,824,34,78,9,15204,1,318.18,318.18,29.58,288.6,245.82,42.78,INR
45771,20251016,824,101,78,9,15204,6,6063.11,36378.68,4311.08,32067.6,25652.82,6414.78,INR
45772,20240824,468,122,90,9,15205,7,4133.75,28936.26,1689.32,27246.94,25495.54,1751.4,INR
45773,20240824,468,17,90,9,15205,7,3047.14,21330.01,5193.0,16137.0,16804.48,-667.48,INR
45774,20240824,468,97,90,9,15205,4,3851.55,15406.2,935.8,14470.4,7517.52,6952.88,INR
45775,20240824,468,40,90,9,15205,6,6987.79,41926.72,6447.08,35479.64,23013.3,12466.34,INR
45776,20250731,845,99,39,3,15206,6,4628.42,27770.52,1742.53,26027.99,21795.24,4232.75,INR
45777,20250731,845,98,39,3,15206,2,818.92,1637.85,400.64,1237.21,784.46,452.75,INR
45778,20250731,845,197,39,3,15206,5,5166.28,25831.41,4358.65,21472.76,16867.25,4605.51,INR
45779,20240731,782,145,26,8,15207,6,731.11,4386.68,282.51,4104.16,1883.76,2220.4,INR
45780,20240731,782,45,26,8,15207,7,4849.52,33946.64,4253.64,29693.01,30040.22,-347.21,INR
45781,20240731,782,31,26,8,15207,6,8868.16,53208.96,10775.38,42433.58,21493.5,20940.08,INR
45782,20240524,880,10,91,4,15208,5,2786.41,13932.06,2145.73,11786.33,10676.7,1109.63,INR
45783,20240524,880,186,91,4,15208,7,9641.82,67492.76,7966.48,59526.28,29675.8,29850.48,INR
45784,20240524,880,101,91,4,15208,7,6455.11,45185.74,2578.16,42607.59,29928.29,12679.3,INR
45785,20240318,122,78,17,7,15209,1,5978.94,5978.94,233.43,5745.51,3081.57,2663.94,INR
45786,20240318,122,193,17,7,15209,6,4587.45,27524.69,4414.95,23109.74,14314.86,8794.88,INR
45787,20240318,122,181,17,7,15209,2,5741.75,11483.49,2024.42,9459.07,5016.0,4443.07,INR
45788,20240318,122,5,17,7,15209,5,4458.11,22290.55,4409.89,17880.66,13166.45,4714.21,INR
45789,20240928,556,142,30,7,15210,2,4303.96,8607.93,1683.78,6924.15,5269.2,1654.95,INR
45790,20240928,556,160,30,7,15210,1,2595.82,2595.82,110.7,2485.12,2345.41,139.71,INR
45791,20240928,556,89,30,7,15210,3,10709.37,32128.1,3047.12,29080.97,13487.07,15593.9,INR
45792,20240928,556,87,30,7,15210,5,4190.29,20951.46,3057.59,17893.86,11923.1,5970.76,INR
45793,20240928,556,98,30,7,15210,7,689.02,4823.14,149.1,4674.04,2745.61,1928.43,INR
45794,20250213,729,20,14,10,15211,7,2606.84,18247.9,3058.07,15189.83,9318.68,5871.15,INR
45795,20250213,729,125,14,10,15211,4,8860.72,35442.87,2579.99,32862.88,19148.04,13714.84,INR
45796,20250724,596,6,84,11,15212,7,3678.11,25746.8,6402.46,19344.35,13299.3,6045.05,INR
45797,20250724,596,157,84,11,15212,3,1196.23,3588.69,321.73,3266.96,2717.97,548.99,INR
45798,20250912,812,41,92,6,15213,1,4959.68,4959.68,140.42,4819.25,2200.03,2619.22,INR
45799,20250912,812,162,92,6,15213,2,2294.55,4589.1,1094.88,3494.22,4021.04,-526.82,INR
45800,20250912,812,165,92,6,15213,1,5230.36,5230.36,821.0,4409.36,3118.58,1290.78,INR
45801,20250912,812,121,92,6,15213,2,2158.96,4317.93,563.12,3754.81,2060.0,1694.81,INR
45802,20250120,728,171,43,2,15214,1,807.85,807.85,68.39,739.46,489.24,250.22,INR
45803,20241025,36,48,10,1,15215,7,9190.63,64334.42,1345.34,62989.08,31318.21,31670.87,INR
45804,20241025,36,157,10,1,15215,5,1665.63,8328.17,1119.98,7208.19,4529.95,2678.24,INR
45805,20241025,36,12,10,1,15215,6,3592.51,21555.09,283.34,21271.75,8758.8,12512.95,INR
45806,20240507,200,86,24,5,15216,6,7356.02,44136.14,2939.42,41196.72,21966.0,19230.72,INR
45807,20240507,200,14,24,5,15216,7,4033.8,28236.59,1923.23,26313.36,19303.13,7010.23,INR
45808,20240507,200,111,24,5,15216,4,5239.26,20957.04,874.22,20082.81,19746.28,336.53,INR
45809,20240507,200,188,24,5,15216,2,3715.31,7430.63,830.01,6600.62,4004.82,2595.8,INR
45810,20240507,200,173,24,5,15216,2,5145.58,10291.16,262.57,10028.59,7559.26,2469.33,INR
45811,20251030,635,166,58,6,15217,3,7616.69,22850.07,5084.81,17765.26,13903.8,3861.46,INR
45812,20251030,635,148,58,6,15217,5,1147.54,5737.7,134.92,5602.78,3859.35,1743.43,INR
45813,20251030,635,110,58,6,15217,3,119.4,358.19,38.84,319.35,277.98,41.37,INR
45814,20251030,635,177,58,6,15217,5,9426.89,47134.45,1026.25,46108.2,21556.95,24551.25,INR
45815,20241016,361,155,35,8,15218,4,4270.05,17080.22,3545.62,13534.59,10242.36,3292.23,INR
45816,20241016,361,121,35,8,15218,5,2049.19,10245.97,568.15,9677.81,5150.0,4527.81,INR
45817,20250712,357,144,76,5,15219,4,9391.8,37567.19,6157.97,31409.22,19019.84,12389.38,INR
45818,20250712,357,153,76,5,15219,4,308.81,1235.22,110.97,1124.25,526.36,597.89,INR
45819,20250712,357,173,76,5,15219,6,5407.35,32444.09,6022.97,26421.12,22677.78,3743.34,INR
45820,20250402,913,93,80,4,15220,4,586.71,2346.85,68.94,2277.91,1789.48,488.43,INR
45821,20250402,913,76,80,4,15220,5,4039.38,20196.89,2516.62,17680.26,14159.75,3520.51,INR
45822,20250402,913,57,80,4,15220,2,3811.58,7623.16,1508.76,6114.4,5171.2,943.2,INR
45823,20250402,913,59,80,4,15220,4,3318.52,13274.07,1176.89,12097.19,6600.68,5496.51,INR
45824,20250402,913,13,80,4,15220,1,11612.51,11612.51,2534.66,9077.85,4649.36,4428.49,INR
45825,20251111,90,76,44,9,15221,3,5128.95,15386.84,2074.9,13311.94,8495.85,4816.09,INR
45826,20251111,90,172,44,9,15221,6,3943.46,23660.79,1009.26,22651.53,12512.76,10138.77,INR
45827,20251111,90,23,44,9,15221,4,2093.33,8373.33,591.3,7782.03,6167.72,1614.31,INR
45828,20251212,523,167,62,4,15222,3,616.98,1850.94,399.71,1451.23,1289.61,161.62,INR
45829,20251212,523,192,62,4,15222,3,6308.36,18925.09,4035.18,14889.91,9272.1,5617.81,INR
45830,20251212,523,77,62,4,15222,5,5141.3,25706.49,5458.54,20247.95,12815.0,7432.95,INR
45831,20251212,523,118,62,4,15222,1,7907.06,7907.06,526.75,7380.32,4874.22,2506.1,INR
45832,20251212,523,128,62,4,15222,7,606.63,4246.39,198.07,4048.32,2050.44,1997.88,INR
45833,20250531,312,69,7,1,15223,5,4308.0,21540.0,3641.67,17898.33,13545.0,4353.33,INR
45834,20250531,312,56,7,1,15223,5,6862.76,34313.79,173.63,34140.16,15046.95,19093.21,INR
45835,20250531,312,98,7,1,15223,6,779.85,4679.11,70.91,4608.19,2353.38,2254.81,INR
45836,20250531,312,32,7,1,15223,6,5032.53,30195.2,76.01,30119.19,15719.28,14399.91,INR
45837,20250531,312,90,7,1,15223,5,1578.94,7894.7,519.46,7375.24,4722.5,2652.74,INR
45838,20250428,52,189,14,6,15224,5,2308.63,11543.17,502.73,11040.44,5837.95,5202.49,INR
45839,20250428,52,26,14,6,15224,1,3379.98,3379.98,681.99,2697.99,2359.22,338.77,INR
45840,20250428,52,172,14,6,15224,4,4312.74,17250.97,209.51,17041.46,8341.84,8699.62,INR
45841,20250428,52,158,14,6,15224,6,4943.95,29663.71,7183.86,22479.86,15128.64,7351.22,INR
45842,20240410,375,19,34,8,15225,2,4755.32,9510.63,180.9,9329.73,4294.18,5035.55,INR
45843,20240410,375,136,34,8,15225,1,2005.95,2005.95,139.97,1865.98,1872.75,-6.77,INR
45844,20240410,375,88,34,8,15225,6,4975.21,29851.25,1479.68,28371.57,15794.94,12576.63,INR
45845,20240410,375,39,34,8,15225,3,4860.79,14582.36,1518.84,13063.53,7637.67,5425.86,INR
45846,20240112,406,39,13,3,15226,1,5248.41,5248.41,681.81,4566.6,2545.89,2020.71,INR
45847,20250203,455,174,2,1,15227,4,2435.05,9740.21,1312.65,8427.56,4804.52,3623.04,INR
45848,20250203,455,154,2,1,15227,7,2289.03,16023.22,1390.84,14632.38,13422.85,1209.53,INR
45849,20250530,161,163,69,8,15228,4,7233.63,28934.53,5524.18,23410.35,13168.92,10241.43,INR
45850,20250629,729,197,3,3,15229,4,4592.88,18371.52,989.3,17382.23,13493.8,3888.43,INR
45851,20250629,729,174,3,3,15229,6,2462.5,14774.97,2084.91,12690.06,7206.78,5483.28,INR
45852,20250629,729,32,3,3,15229,2,4478.37,8956.75,525.89,8430.85,5239.76,3191.09,INR
45853,20240702,357,19,24,11,15230,1,5070.02,5070.02,1227.91,3842.1,2147.09,1695.01,INR
45854,20250102,574,189,73,5,15231,3,2145.67,6437.01,255.64,6181.37,3502.77,2678.6,INR
45855,20250102,574,122,73,5,15231,7,4895.58,34269.03,4835.75,29433.28,25495.54,3937.74,INR
45856,20250102,574,186,73,5,15231,3,9075.12,27225.37,4549.11,22676.25,12718.2,9958.05,INR
45857,20250102,574,197,73,5,15231,2,4870.76,9741.52,1240.84,8500.68,6746.9,1753.78,INR
45858,20250922,545,153,21,11,15232,7,277.71,1943.94,410.66,1533.28,921.13,612.15,INR
45859,20250922,545,75,21,11,15232,6,7494.68,44968.08,3256.9,41711.19,21040.08,20671.11,INR
45860,20250922,545,189,21,11,15232,7,2348.7,16440.87,341.62,16099.24,8173.13,7926.11,INR
45861,20240310,565,10,23,2,15233,5,2571.44,12857.2,1647.42,11209.78,10676.7,533.08,INR
45862,20240310,565,92,23,2,15233,6,252.92,1517.52,246.6,1270.92,1267.98,2.94,INR
45863,20240310,565,108,23,2,15233,3,9071.41,27214.23,4988.57,22225.66,13100.76,9124.9,INR
45864,20240310,565,62,23,2,15233,4,675.82,2703.28,203.34,2499.94,1937.64,562.3,INR
45865,20240310,565,89,23,2,15233,7,9701.64,67911.45,1409.19,66502.26,31469.83,35032.43,INR
45866,20241007,506,106,75,6,15234,6,6022.95,36137.71,7734.1,28403.61,15786.84,12616.77,INR
45867,20241007,506,113,75,6,15234,3,251.49,754.48,117.77,636.71,312.39,324.32,INR
45868,20241007,506,183,75,6,15234,4,6090.48,24361.93,1975.38,22386.55,16494.12,5892.43,INR
45869,20241007,506,59,75,6,15234,4,3274.25,13097.02,1103.67,11993.35,6600.68,5392.67,INR
45870,20251121,302,16,3,5,15235,1,3059.06,3059.06,272.47,2786.58,1653.31,1133.27,INR
45871,20251121,302,14,3,5,15235,3,4943.29,14829.86,2622.15,12207.7,8272.77,3934.93,INR
45872,20240525,491,48,33,4,15236,5,8266.22,41331.1,495.54,40835.56,22370.15,18465.41,INR
45873,20240525,491,109,33,4,15236,3,7649.38,22948.13,3660.93,19287.2,10453.8,8833.4,INR
45874,20240819,531,146,54,5,15237,3,5233.43,15700.28,3073.57,12626.71,9688.41,2938.3,INR
45875,20240819,531,167,54,5,15237,5,698.94,3494.69,805.27,2689.42,2149.35,540.07,INR
45876,20240819,531,59,54,5,15237,6,3199.5,19196.99,89.65,19107.34,9901.02,9206.32,INR
45877,20241208,19,125,7,5,15238,5,9972.46,49862.28,1688.7,48173.58,23935.05,24238.53,INR
45878,20250518,724,155,66,1,15239,4,3897.47,15589.89,604.46,14985.43,10242.36,4743.07,INR
45879,20250518,724,112,66,1,15239,2,5214.96,10429.91,726.77,9703.14,5962.12,3741.02,INR
45880,20250518,724,79,66,1,15239,7,4660.01,32620.06,1257.94,31362.12,30462.74,899.38,INR
45881,20250518,724,56,66,1,15239,2,5982.23,11964.46,1579.8,10384.66,6018.78,4365.88,INR
45882,20240705,446,15,43,3,15240,5,6307.26,31536.28,4371.99,27164.29,24694.25,2470.04,INR
45883,20250802,293,42,32,4,15241,3,6299.03,18897.08,4571.81,14325.27,13949.25,376.02,INR
45884,20250802,293,32,32,4,15241,1,4370.61,4370.61,597.22,3773.39,2619.88,1153.51,INR
45885,20250802,293,196,32,4,15241,6,2479.28,14875.7,3488.83,11386.87,8773.74,2613.13,INR
45886,20250802,293,72,32,4,15241,2,5789.71,11579.43,915.14,10664.29,5385.66,5278.63,INR
45887,20250802,293,123,32,4,15241,2,6419.58,12839.16,1321.65,11517.5,6353.12,5164.38,INR
45888,20240621,29,198,57,8,15242,1,3821.4,3821.4,107.18,3714.21,1937.47,1776.74,INR
45889,20240621,29,44,57,8,15242,5,7162.53,35812.66,5033.62,30779.04,19312.15,11466.89,INR
45890,20240621,29,186,57,8,15242,7,10299.11,72093.8,8956.27,63137.53,29675.8,33461.73,INR
45891,20240926,305,174,4,4,15243,6,2455.6,14733.61,710.78,14022.82,7206.78,6816.04,INR
45892,20240926,305,37,4,4,15243,6,2378.19,14269.14,1077.76,13191.38,10039.32,3152.06,INR
45893,20240926,305,166,4,4,15243,5,5973.43,29867.16,3118.1,26749.06,23173.0,3576.06,INR
45894,20250223,405,38,61,2,15244,5,7300.24,36501.19,6829.78,29671.4,18977.05,10694.35,INR
45895,20240109,837,95,47,9,15245,6,4709.06,28254.38,5531.65,22722.73,17539.02,5183.71,INR
45896,20240109,837,57,47,9,15245,3,3922.65,11767.96,1523.63,10244.33,7756.8,2487.53,INR
45897,20240109,837,77,47,9,15245,2,5393.88,10787.75,1020.86,9766.89,5126.0,4640.89,INR
45898,20240109,837,24,47,9,15245,5,4510.86,22554.32,3997.79,18556.53,17080.85,1475.68,INR
45899,20250714,647,43,6,4,15246,5,4665.11,23325.57,2800.24,20525.33,19309.75,1215.58,INR
45900,20250714,647,134,6,4,15246,4,4794.56,19178.23,2365.43,16812.8,11950.44,4862.36,INR
45901,20250714,647,62,6,4,15246,1,718.2,718.2,13.48,704.72,484.41,220.31,INR
45902,20250714,647,183,6,4,15246,3,5849.07,17547.22,1989.29,15557.93,12370.59,3187.34,INR
45903,20250503,419,189,79,1,15247,3,2542.66,7627.97,1423.91,6204.05,3502.77,2701.28,INR
45904,20250503,419,14,79,1,15247,6,3876.04,23256.26,3814.49,19441.77,16545.54,2896.23,INR
45905,20250503,419,84,79,1,15247,1,5474.92,5474.92,1014.57,4460.35,3072.08,1388.27,INR
45906,20250902,126,31,46,3,15248,6,8866.1,53196.6,6967.45,46229.15,21493.5,24735.65,INR
45907,20250902,126,18,46,3,15248,7,2004.27,14029.86,2212.42,11817.44,9560.32,2257.12,INR
45908,20240719,275,94,7,7,15249,3,1828.18,5484.55,1083.87,4400.69,3092.04,1308.65,INR
45909,20240719,275,153,7,7,15249,6,296.5,1779.02,80.89,1698.12,789.54,908.58,INR
45910,20240719,275,34,7,7,15249,5,340.19,1700.97,366.78,1334.19,1229.1,105.09,INR
45911,20240719,275,14,7,7,15249,1,3883.39,3883.39,606.2,3277.19,2757.59,519.6,INR
45912,20240719,275,86,7,7,15249,5,8045.66,40228.29,2939.05,37289.24,18305.0,18984.24,INR
45913,20241017,917,100,36,3,15250,2,634.9,1269.8,46.36,1223.45,980.4,243.05,INR
45914,20241017,917,164,36,3,15250,4,10439.89,41759.56,8817.47,32942.09,15069.96,17872.13,INR
45915,20241017,917,84,36,3,15250,6,4921.72,29530.35,5809.7,23720.65,18432.48,5288.17,INR
45916,20251018,128,27,75,12,15251,2,4060.15,8120.3,843.95,7276.35,5762.32,1514.03,INR
45917,20251018,128,125,75,12,15251,3,9377.5,28132.49,5018.1,23114.39,14361.03,8753.36,INR
45918,20251018,128,45,75,12,15251,4,7053.62,28214.49,2409.86,25804.63,17165.84,8638.79,INR
45919,20251018,128,41,75,12,15251,1,4826.53,4826.53,44.56,4781.96,2200.03,2581.93,INR
45920,20240218,631,21,45,9,15252,6,3438.54,20631.25,1058.22,19573.03,13613.1,5959.93,INR
45921,20240218,631,9,45,9,15252,6,3422.81,20536.84,3347.09,17189.75,17927.4,-737.65,INR
45922,20240218,631,16,45,9,15252,6,2542.36,15254.17,3544.51,11709.66,9919.86,1789.8,INR
45923,20240218,631,22,45,9,15252,6,5270.53,31623.19,523.78,31099.41,16062.48,15036.93,INR
45924,20241225,518,94,39,4,15253,7,2076.47,14535.3,2217.73,12317.58,7214.76,5102.82,INR
45925,20241225,518,56,39,4,15253,7,6807.26,47650.85,6734.1,40916.74,21065.73,19851.01,INR
45926,20241225,518,93,39,4,15253,2,847.53,1695.05,266.47,1428.59,894.74,533.85,INR
45927,20241219,218,12,5,12,15254,3,3713.05,11139.15,13.27,11125.88,4379.4,6746.48,INR
45928,20241219,218,88,5,12,15254,5,5596.93,27984.66,65.71,27918.95,13162.45,14756.5,INR
45929,20241219,218,97,5,12,15254,7,3403.05,23821.36,44.43,23776.93,13155.66,10621.27,INR
45930,20241123,874,115,7,9,15255,2,6258.51,12517.03,744.59,11772.44,6004.8,5767.64,INR
45931,20241123,874,92,7,9,15255,7,283.85,1986.92,199.41,1787.51,1479.31,308.2,INR
45932,20241123,874,57,7,9,15255,3,4251.27,12753.82,954.47,11799.35,7756.8,4042.55,INR
45933,20241123,874,76,7,9,15255,5,4288.28,21441.39,4082.23,17359.16,14159.75,3199.41,INR
45934,20241113,395,190,30,9,15256,1,2116.02,2116.02,418.33,1697.69,1267.61,430.08,INR
45935,20241113,395,6,30,9,15256,7,3849.68,26947.76,6430.47,20517.29,13299.3,7217.99,INR
45936,20241113,395,51,30,9,15256,5,5751.99,28759.95,1194.32,27565.63,10481.85,17083.78,INR
45937,20241113,395,150,30,9,15256,5,9092.51,45462.53,1654.77,43807.76,15747.45,28060.31,INR
45938,20241113,395,102,30,9,15256,7,7733.38,54133.64,7861.15,46272.5,27914.95,18357.55,INR
45939,20250630,662,25,28,1,15257,4,1924.28,7697.12,1921.29,5775.83,5416.8,359.03,INR
45940,20250630,662,136,28,1,15257,1,2502.47,2502.47,17.18,2485.29,1872.75,612.54,INR
45941,20250630,662,55,28,1,15257,4,946.36,3785.43,322.83,3462.6,2480.68,981.92,INR
45942,20250630,662,154,28,1,15257,6,2677.33,16063.96,2800.01,13263.95,11505.3,1758.65,INR
45943,20240523,97,79,65,3,15258,5,6255.62,31278.09,5546.32,25731.77,21759.1,3972.67,INR
45944,20240523,97,24,65,3,15258,4,4831.41,19325.64,1351.74,17973.91,13664.68,4309.23,INR
45945,20240523,97,76,65,3,15258,3,4270.15,12810.44,2486.28,10324.15,8495.85,1828.3,INR
45946,20240523,97,7,65,3,15258,6,192.09,1152.54,216.3,936.24,709.2,227.04,INR
45947,20240523,97,156,65,3,15258,3,4853.23,14559.68,1833.3,12726.38,7984.05,4742.33,INR
45948,20251013,966,25,48,8,15259,2,2121.84,4243.69,740.69,3503.0,2708.4,794.6,INR
45949,20251013,966,105,48,8,15259,6,5503.65,33021.9,5980.94,27040.96,20650.86,6390.1,INR
45950,20251017,23,108,13,5,15260,4,9538.26,38153.05,2001.78,36151.27,17467.68,18683.59,INR
45951,20240511,311,98,66,11,15261,6,824.52,4947.13,258.48,4688.65,2353.38,2335.27,INR
45952,20251213,916,44,96,8,15262,1,7703.53,7703.53,12.49,7691.04,3862.43,3828.61,INR
45953,20240710,638,141,86,1,15263,3,2661.95,7985.86,513.64,7472.23,6121.74,1350.49,INR
45954,20240710,638,169,86,1,15263,3,4583.4,13750.21,2025.63,11724.58,6125.22,5599.36,INR
45955,20240710,638,147,86,1,15263,2,875.67,1751.33,227.49,1523.84,1282.54,241.3,INR
45956,20240207,676,183,100,11,15264,6,6868.51,41211.07,9448.83,31762.24,24741.18,7021.06,INR
45957,20240207,676,76,100,11,15264,5,3784.15,18920.74,2582.09,16338.65,14159.75,2178.9,INR
45958,20240207,676,85,100,11,15264,4,478.6,1914.39,135.89,1778.5,982.56,795.94,INR
45959,20240207,676,19,100,11,15264,2,4744.99,9489.98,596.54,8893.44,4294.18,4599.26,INR
45960,20240207,676,60,100,11,15264,2,1252.99,2505.97,621.64,1884.33,1647.28,237.05,INR
45961,20241017,315,54,49,12,15265,6,4324.71,25948.24,1530.92,24417.32,17649.6,6767.72,INR
45962,20250804,780,166,37,9,15266,4,5989.37,23957.48,5369.83,18587.65,18538.4,49.25,INR
45963,20250804,780,193,37,9,15266,2,3936.69,7873.37,361.71,7511.66,4771.62,2740.04,INR
45964,20250804,780,44,37,9,15266,7,8526.62,59686.32,8834.23,50852.08,27037.01,23815.07,INR
45965,20250804,780,63,37,9,15266,1,6832.61,6832.61,,5318.54,4740.09,578.45,INR
45966,20250909,932,22,6,10,15267,2,5796.32,11592.64,1065.33,10527.31,5354.16,5173.15,INR
45967,20250909,932,117,6,10,15267,2,2460.31,4920.62,9.05,4911.57,3044.38,1867.19,INR
45968,20250909,932,48,6,10,15267,7,8128.43,56899.01,6884.26,50014.75,31318.21,18696.54,INR
45969,20250909,932,123,6,10,15267,7,6819.18,47734.23,9308.41,38425.82,22235.92,16189.9,INR
45970,20250909,932,176,6,10,15267,4,2039.85,8159.4,389.75,7769.65,5568.52,2201.13,INR
45971,20250417,623,54,69,2,15268,1,5036.66,5036.66,1085.51,3951.15,2941.6,1009.55,INR
45972,20250417,623,132,69,2,15268,6,7970.52,47823.1,9587.09,38236.01,26227.74,12008.27,INR
45973,20250417,623,141,69,2,15268,2,2728.29,5456.58,69.8,5386.77,4081.16,1305.61,INR
45974,20250417,623,33,69,2,15268,6,4426.24,26557.41,4062.72,22494.69,18509.34,3985.35,INR
45975,20250417,623,181,69,2,15268,1,4772.44,4772.44,1053.42,3719.02,2508.0,1211.02,INR
45976,20250815,219,112,45,9,15269,5,5382.31,26911.55,6085.44,20826.11,14905.3,5920.81,INR
45977,20250815,219,131,45,9,15269,1,4698.56,4698.56,17.66,4680.9,3050.67,1630.23,INR
45978,20250815,219,24,45,9,15269,5,4577.2,22886.01,2275.91,20610.09,17080.85,3529.24,INR
45979,20250815,219,31,45,9,15269,4,6990.23,27960.94,6072.64,21888.3,14329.0,7559.3,INR
45980,20250815,219,16,45,9,15269,7,2764.44,19351.06,2028.08,17322.98,11573.17,5749.81,INR
45981,20240710,907,157,64,8,15270,1,1391.43,1391.43,231.25,1160.18,905.99,254.19,INR
45982,20251004,5,38,31,2,15271,7,10589.42,74125.94,2908.77,71217.17,26567.87,44649.3,INR
45983,20250409,896,44,17,3,15272,4,6805.43,27221.72,2877.14,24344.58,15449.72,8894.86,INR
45984,20250409,896,128,17,3,15272,3,475.4,1426.19,55.99,1370.19,878.76,491.43,INR
45985,20250409,896,26,17,3,15272,4,3790.12,15160.47,873.22,14287.25,9436.88,4850.37,INR
45986,20250409,896,185,17,3,15272,1,7982.0,7982.0,1700.58,6281.42,4414.01,1867.41,INR
45987,20250409,896,8,17,3,15272,5,6276.57,31382.87,5531.59,25851.28,20305.0,5546.28,INR
45988,20240407,10,127,70,7,15273,7,2026.3,14184.07,181.21,14002.86,7363.37,6639.49,INR
45989,20240404,59,29,39,5,15274,2,2295.03,4590.06,1024.01,3566.05,2460.82,1105.23,INR
45990,20240404,59,76,39,5,15274,5,4334.38,21671.89,4669.24,17002.65,14159.75,2842.9,INR
45991,20240404,59,97,39,5,15274,6,3727.88,22367.3,1816.97,20550.34,11276.28,9274.06,INR
45992,20240404,59,69,39,5,15274,5,3819.31,19096.55,3150.0,15946.54,13545.0,2401.54,INR
45993,20240404,59,197,39,5,15274,1,5579.07,5579.07,955.49,4623.58,3373.45,1250.13,INR
45994,20240714,43,26,53,7,15275,1,3347.01,3347.01,80.13,3266.88,2359.22,907.66,INR
45995,20240714,43,98,53,7,15275,5,686.63,3433.17,367.44,3065.73,1961.15,1104.58,INR
45996,20240714,43,196,53,7,15275,2,3363.66,6727.33,960.72,5766.61,2924.58,2842.03,INR
45997,20240714,43,22,53,7,15275,5,5569.0,27845.0,583.45,27261.55,13385.4,13876.15,INR
45998,20240714,43,76,53,7,15275,4,4001.08,16004.31,354.72,15649.58,11327.8,4321.78,INR
45999,20240220,190,37,99,12,15276,5,2528.94,12644.68,349.66,12295.02,8366.1,3928.92,INR
46000,20240220,190,173,99,12,15276,5,4955.39,24776.93,4621.36,20155.57,18898.15,1257.42,INR
46001,20240725,728,198,29,8,15277,4,4530.85,18123.41,875.5,17247.91,7749.88,9498.03,INR
46002,20240725,728,170,29,8,15277,5,932.36,4661.78,430.53,4231.25,3329.15,902.1,INR
46003,20240725,728,172,29,8,15277,3,3370.51,10111.52,284.96,9826.56,6256.38,3570.18,INR
46004,20240725,728,182,29,8,15277,6,4107.19,24643.16,2549.29,22093.87,13029.18,9064.69,INR
46005,20240725,728,91,29,8,15277,3,2140.86,6422.57,537.84,5884.73,2741.88,3142.85,INR
46006,20251227,396,94,13,11,15278,7,2240.47,15683.27,942.64,14740.63,7214.76,7525.87,INR
46007,20240624,80,142,72,1,15279,5,5192.56,25962.8,3531.17,22431.63,13173.0,9258.63,INR
46008,20250410,342,134,58,4,15280,1,5098.25,5098.25,179.13,4919.11,2987.61,1931.5,INR
46009,20250410,342,176,58,4,15280,7,2339.41,16375.89,289.05,16086.84,9744.91,6341.93,INR
46010,20251215,998,144,40,11,15281,2,12648.7,25297.4,1433.37,23864.03,9509.92,14354.11,INR
46011,20251215,998,129,40,11,15281,1,6967.23,6967.23,233.43,6733.8,2946.7,3787.1,INR
46012,20240704,526,87,60,9,15282,3,4561.08,13683.25,1926.16,11757.08,7153.86,4603.22,INR
46013,20240704,526,63,60,9,15282,4,7577.99,30311.96,6429.99,23881.97,18960.36,4921.61,INR
46014,20240704,526,151,60,9,15282,2,11324.65,22649.31,423.76,22225.55,9143.0,13082.55,INR
46015,20250523,730,15,93,5,15283,2,5293.64,10587.28,148.53,10438.75,9877.7,561.05,INR
46016,20250523,730,183,93,5,15283,6,6732.54,40395.24,9651.09,30744.15,24741.18,6002.97,INR
46017,20241124,267,52,17,4,15284,6,9088.47,54530.8,10013.97,44516.83,23606.22,20910.61,INR
46018,20241124,267,119,17,4,15284,4,3768.9,15075.62,3104.73,11970.89,9844.88,2126.01,INR
46019,20240727,521,151,80,9,15285,4,10174.35,40697.4,2340.97,38356.43,18286.0,20070.43,INR
