customer_key,customer_id,customer_name,customer_segment,industry,city,state,country,location_key
639,CUST-00639,Customer 00639,Enterprise,Financial Services,Ahmedabad,Gujarat,India,3
640,CUST-00640,Customer 00640,SMB,Telecommunications,Bhubaneswar,Odisha,India,10
641,CUST-00641,Customer 00641,Mid-Market,Healthcare,Chennai,Tamil Nadu,India,7
642,CUST-00642,Customer 00642,SMB,Manufacturing,Bengaluru,Karnataka,India,6
643,CUST-00643,Customer 00643,Consumer,Telecommunications,Jaipur,Rajasthan,India,5
644,CUST-00644,Customer 00644,Mid-Market,Healthcare,Kolkata,West Bengal,India,9
645,CUST-00645,Customer 00645,SMB,Manufacturing,Mumbai,Maharashtra,India,4
646,CUST-00646,Customer 00646,SMB,Manufacturing,Jaipur,Rajasthan,India,5
647,CUST-00647,Customer 00647,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
648,CUST-00648,Customer 00648,Mid-Market,Healthcare,Bhopal,Madhya Pradesh,India,12
649,CUST-00649,Customer 00649,Mid-Market,Technology,Chennai,Tamil Nadu,India,7
650,CUST-00650,Customer 00650,Mid-Market,Education,Chennai,Tamil Nadu,India,7
651,CUST-00651,Customer 00651,SMB,Financial Services,Indore,Madhya Pradesh,India,11
652,CUST-00652,Customer 00652,Mid-Market,Education,Bhubaneswar,Odisha,India,10
653,CUST-00653,Customer 00653,Consumer,Education,Chennai,Tamil Nadu,India,7
654,CUST-00654,Customer 00654,SMB,Retail,Ahmedabad,Gujarat,India,3
655,CUST-00655,Customer 00655,Consumer,Technology,Bhopal,Madhya Pradesh,India,12
656,CUST-00656,Customer 00656,Consumer,Healthcare,Indore,Madhya Pradesh,India,11
657,CUST-00657,Customer 00657,Enterprise,Retail,Bhopal,Madhya Pradesh,India,12
658,CUST-00658,Customer 00658,SMB,Technology,Hyderabad,Telangana,India,8
659,CUST-00659,Customer 00659,Enterprise,Manufacturing,Indore,Madhya Pradesh,India,11
660,CUST-00660,Customer 00660,Consumer,Education,Jaipur,Rajasthan,India,5
661,CUST-00661,Customer 00661,SMB,Manufacturing,Ahmedabad,Gujarat,India,3
662,CUST-00662,Customer 00662,SMB,Technology,Bengaluru,Karnataka,India,6
663,CUST-00663,Customer 00663,Consumer,Healthcare,Bhopal,Madhya Pradesh,India,12
664,CUST-00664,Customer 00664,SMB,Healthcare,Bhopal,Madhya Pradesh,India,12
665,CUST-00665,Customer 00665,Mid-Market,Financial Services,Delhi,Delhi,India,1
666,CUST-00666,Customer 00666,SMB,Education,Bengaluru,Karnataka,India,6
667,CUST-00667,Customer 00667,Consumer,Manufacturing,Ahmedabad,Gujarat,India,3
668,CUST-00668,Customer 00668,Consumer,Telecommunications,Delhi,Delhi,India,1
669,CUST-00669,Customer 00669,SMB,Financial Services,Indore,Madhya Pradesh,India,11
670,CUST-00670,Customer 00670,Mid-Market,Telecommunications,Bhopal,Madhya Pradesh,India,12
671,CUST-00671,Customer 00671,Consumer,Technology,Chandigarh,Punjab,India,2
672,CUST-00672,Customer 00672,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
673,CUST-00673,Customer 00673,SMB,Telecommunications,Hyderabad,Telangana,India,8
674,CUST-00674,Customer 00674,Mid-Market,Healthcare,Indore,Madhya Pradesh,India,11
675,CUST-00675,Customer 00675,Enterprise,Healthcare,Chandigarh,Punjab,India,2
676,CUST-00676,Customer 00676,Consumer,Education,Indore,Madhya Pradesh,India,11
677,CUST-00677,Customer 00677,Mid-Market,Financial Services,Delhi,Delhi,India,1
678,CUST-00678,Customer 00678,Enterprise,Telecommunications,Kolkata,West Bengal,India,9
679,CUST-00679,Customer 00679,SMB,Manufacturing,Bhopal,Madhya Pradesh,India,12
680,CUST-00680,Customer 00680,Mid-Market,Retail,Bengaluru,Karnataka,India,6
681,CUST-00681,Customer 00681,Mid-Market,Retail,Hyderabad,Telangana,India,8
682,CUST-00682,Customer 00682,Enterprise,Retail,Bhubaneswar,Odisha,India,10
683,CUST-00683,Customer 00683,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
684,CUST-00684,Customer 00684,Enterprise,Financial Services,Bhopal,Madhya Pradesh,India,12
685,CUST-00685,Customer 00685,Mid-Market,Financial Services,Chennai,Tamil Nadu,India,7
686,CUST-00686,Customer 00686,Consumer,Technology,Ahmedabad,Gujarat,India,3
687,CUST-00687,Customer 00687,Consumer,Healthcare,Ahmedabad,Gujarat,India,3
688,CUST-00688,Customer 00688,Enterprise,Telecommunications,Jaipur,Rajasthan,India,5
689,CUST-00689,Customer 00689,Consumer,Retail,Chennai,Tamil Nadu,India,7
690,CUST-00690,Customer 00690,Mid-Market,Retail,Indore,Madhya Pradesh,India,11
691,CUST-00691,Customer 00691,Enterprise,Manufacturing,Chandigarh,Punjab,India,2
692,CUST-00692,Customer 00692,Consumer,Manufacturing,Ahmedabad,Gujarat,India,3
693,CUST-00693,Customer 00693,Enterprise,Telecommunications,Bengaluru,Karnataka,India,6
694,CUST-00694,Customer 00694,Mid-Market,Retail,Ahmedabad,Gujarat,India,3
695,CUST-00695,Customer 00695,Enterprise,Telecommunications,Chennai,Tamil Nadu,India,7
696,CUST-00696,Customer 00696,Consumer,Telecommunications,Mumbai,Maharashtra,India,4
697,CUST-00697,Customer 00697,Enterprise,Technology,Indore,Madhya Pradesh,India,11
698,CUST-00698,Customer 00698,Mid-Market,Education,Delhi,Delhi,India,1
699,CUST-00699,Customer 00699,Consumer,Manufacturing,Kolkata,West Bengal,India,9
700,CUST-00700,Customer 00700,Mid-Market,Manufacturing,Indore,Madhya Pradesh,India,11
701,CUST-00701,Customer 00701,Enterprise,Manufacturing,Bhubaneswar,Odisha,India,10
702,CUST-00702,Customer 00702,Mid-Market,Telecommunications,Ahmedabad,Gujarat,India,3
703,CUST-00703,Customer 00703,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
704,CUST-00704,Customer 00704,Enterprise,Telecommunications,Ahmedabad,Gujarat,India,3
705,CUST-00705,Customer 00705,SMB,Telecommunications,Kolkata,West Bengal,India,9
706,CUST-00706,Customer 00706,Consumer,Education,Chennai,Tamil Nadu,India,7
707,CUST-00707,Customer 00707,Consumer,Education,Hyderabad,Telangana,India,8
708,CUST-00708,Customer 00708,SMB,Technology,Hyderabad,Telangana,India,8
709,CUST-00709,Customer 00709,SMB,Manufacturing,Mumbai,Maharashtra,India,4
710,CUST-00710,Customer 00710,Consumer,Telecommunications,Bhopal,Madhya Pradesh,India,12
711,CUST-00711,Customer 00711,SMB,Retail,Bengaluru,Karnataka,India,6
712,CUST-00712,Customer 00712,Mid-Market,Manufacturing,Bengaluru,Karnataka,India,6
713,CUST-00713,Customer 00713,Mid-Market,Healthcare,Mumbai,Maharashtra,India,4
714,CUST-00714,Customer 00714,Enterprise,Technology,Chandigarh,Punjab,India,2
715,CUST-00715,Customer 00715,Mid-Market,Education,Chennai,Tamil Nadu,India,7
716,CUST-00716,Customer 00716,SMB,Telecommunications,Ahmedabad,Gujarat,India,3
717,CUST-00717,Customer 00717,Mid-Market,Technology,Chandigarh,Punjab,India,2
718,CUST-00718,Customer 00718,Consumer,Financial Services,Indore,Madhya Pradesh,India,11
719,CUST-00719,Customer 00719,SMB,Financial Services,Bhubaneswar,Odisha,India,10
720,CUST-00720,Customer 00720,Consumer,Telecommunications,Hyderabad,Telangana,India,8
721,CUST-00721,Customer 00721,Enterprise,Financial Services,Delhi,Delhi,India,1
722,CUST-00722,Customer 00722,Enterprise,Financial Services,Jaipur,Rajasthan,India,5
723,CUST-00723,Customer 00723,SMB,Financial Services,Chandigarh,Punjab,India,2
724,CUST-00724,Customer 00724,SMB,Telecommunications,Jaipur,Rajasthan,India,5
725,CUST-00725,Customer 00725,Mid-Market,Retail,Hyderabad,Telangana,India,8
726,CUST-00726,Customer 00726,SMB,Education,Chennai,Tamil Nadu,India,7
727,CUST-00727,Customer 00727,Consumer,Telecommunications,Hyderabad,Telangana,India,8
728,CUST-00728,Customer 00728,Enterprise,Healthcare,Chandigarh,Punjab,India,2
729,CUST-00729,Customer 00729,Mid-Market,Financial Services,Bengaluru,Karnataka,India,6
730,CUST-00730,Customer 00730,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
731,CUST-00731,Customer 00731,SMB,Education,Mumbai,Maharashtra,India,4
732,CUST-00732,Customer 00732,Mid-Market,Financial Services,Bengaluru,Karnataka,India,6
733,CUST-00733,Customer 00733,SMB,Retail,Ahmedabad,Gujarat,India,3
734,CUST-00734,Customer 00734,Mid-Market,Manufacturing,Chandigarh,Punjab,India,2
735,CUST-00735,Customer 00735,Mid-Market,Education,Bhubaneswar,Odisha,India,10
736,CUST-00736,Customer 00736,Mid-Market,Telecommunications,Kolkata,West Bengal,India,9
737,CUST-00737,Customer 00737,SMB,Technology,Bhubaneswar,Odisha,India,10
738,CUST-00738,Customer 00738,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
739,CUST-00739,Customer 00739,Consumer,Manufacturing,Bhopal,Madhya Pradesh,India,12
740,CUST-00740,Customer 00740,SMB,Manufacturing,Chandigarh,Punjab,India,2
741,CUST-00741,Customer 00741,Enterprise,Healthcare,Bhopal,Madhya Pradesh,India,12
742,CUST-00742,Customer 00742,Mid-Market,Retail,Kolkata,West Bengal,India,9
743,CUST-00743,Customer 00743,Enterprise,Retail,Kolkata,West Bengal,India,9
744,CUST-00744,Customer 00744,SMB,Telecommunications,Hyderabad,Telangana,India,8
745,CUST-00745,Customer 00745,SMB,Telecommunications,Bengaluru,Karnataka,India,6
746,CUST-00746,Customer 00746,Consumer,Technology,Kolkata,West Bengal,India,9
747,CUST-00747,Customer 00747,SMB,Retail,Kolkata,West Bengal,India,9
748,CUST-00748,Customer 00748,SMB,Healthcare,Indore,Madhya Pradesh,India,11
749,CUST-00749,Customer 00749,SMB,Education,Ahmedabad,Gujarat,India,3
750,CUST-00750,Customer 00750,SMB,Healthcare,Mumbai,Maharashtra,India,4
751,CUST-00751,Customer 00751,Consumer,Retail,Bhubaneswar,Odisha,India,10
752,CUST-00752,Customer 00752,Mid-Market,Healthcare,Kolkata,West Bengal,India,9
753,CUST-00753,Customer 00753,SMB,Education,Hyderabad,Telangana,India,8
754,CUST-00754,Customer 00754,SMB,Education,Delhi,Delhi,India,1
755,CUST-00755,Customer 00755,SMB,Financial Services,Chennai,Tamil Nadu,India,7
756,CUST-00756,Customer 00756,Mid-Market,Technology,Jaipur,Rajasthan,India,5
757,CUST-00757,Customer 00757,SMB,Retail,Jaipur,Rajasthan,India,5
758,CUST-00758,Customer 00758,Mid-Market,Telecommunications,Ahmedabad,Gujarat,India,3
759,CUST-00759,Customer 00759,Consumer,Technology,Chennai,Tamil Nadu,India,7
760,CUST-00760,Customer 00760,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
761,CUST-00761,Customer 00761,SMB,Healthcare,Jaipur,Rajasthan,India,5
762,CUST-00762,Customer 00762,SMB,Telecommunications,Ahmedabad,Gujarat,India,3
763,CUST-00763,Customer 00763,Mid-Market,Retail,Ahmedabad,Gujarat,India,3
764,CUST-00764,Customer 00764,SMB,Healthcare,Bhubaneswar,Odisha,India,10
765,CUST-00765,Customer 00765,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
766,CUST-00766,Customer 00766,Enterprise,Healthcare,Ahmedabad,Gujarat,India,3
767,CUST-00767,Customer 00767,SMB,Manufacturing,Kolkata,West Bengal,India,9
768,CUST-00768,Customer 00768,SMB,Technology,Chandigarh,Punjab,India,2
769,CUST-00769,Customer 00769,SMB,Education,Ahmedabad,Gujarat,India,3
770,CUST-00770,Customer 00770,Mid-Market,Education,Chandigarh,Punjab,India,2
771,CUST-00771,Customer 00771,Mid-Market,Education,Bengaluru,Karnataka,India,6
772,CUST-00772,Customer 00772,Mid-Market,Healthcare,Jaipur,Rajasthan,India,5
773,CUST-00773,Customer 00773,Mid-Market,Manufacturing,Ahmedabad,Gujarat,India,3
774,CUST-00774,Customer 00774,SMB,Financial Services,Kolkata,West Bengal,India,9
775,CUST-00775,Customer 00775,Mid-Market,Healthcare,Ahmedabad,Gujarat,India,3
776,CUST-00776,Customer 00776,Mid-Market,Technology,Jaipur,Rajasthan,India,5
777,CUST-00777,Customer 00777,Mid-Market,Healthcare,Kolkata,West Bengal,India,9
778,CUST-00778,Customer 00778,SMB,Financial Services,Indore,Madhya Pradesh,India,11
779,CUST-00779,Customer 00779,SMB,Telecommunications,Delhi,Delhi,India,1
780,CUST-00780,Customer 00780,Consumer,Retail,Hyderabad,Telangana,India,8
781,CUST-00781,Customer 00781,SMB,Telecommunications,Hyderabad,Telangana,India,8
782,CUST-00782,Customer 00782,Consumer,Telecommunications,Bengaluru,Karnataka,India,6
783,CUST-00783,Customer 00783,SMB,Education,Chennai,Tamil Nadu,India,7
784,CUST-00784,Customer 00784,Enterprise,Technology,Bhubaneswar,Odisha,India,10
785,CUST-00785,Customer 00785,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
786,CUST-00786,Customer 00786,SMB,Healthcare,Bengaluru,Karnataka,India,6
787,CUST-00787,Customer 00787,Consumer,Manufacturing,Bhubaneswar,Odisha,India,10
788,CUST-00788,Customer 00788,Mid-Market,Technology,Bhopal,Madhya Pradesh,India,12
789,CUST-00789,Customer 00789,Consumer,Education,Ahmedabad,Gujarat,India,3
790,CUST-00790,Customer 00790,Consumer,Telecommunications,Bhubaneswar,Odisha,India,10
791,CUST-00791,Customer 00791,Mid-Market,Telecommunications,Chandigarh,Punjab,India,2
792,CUST-00792,Customer 00792,Mid-Market,Healthcare,Chandigarh,Punjab,India,2
793,CUST-00793,Customer 00793,Consumer,Retail,Bhubaneswar,Odisha,India,10
794,CUST-00794,Customer 00794,SMB,Healthcare,Bengaluru,Karnataka,India,6
795,CUST-00795,Customer 00795,Mid-Market,Healthcare,Hyderabad,Telangana,India,8
796,CUST-00796,Customer 00796,Enterprise,Financial Services,Ahmedabad,Gujarat,India,3
797,CUST-00797,Customer 00797,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
798,CUST-00798,Customer 00798,SMB,Education,Delhi,Delhi,India,1
799,CUST-00799,Customer 00799,Mid-Market,Financial Services,Kolkata,West Bengal,India,9
800,CUST-00800,Customer 00800,Mid-Market,Education,Ahmedabad,Gujarat,India,3
801,CUST-00801,Customer 00801,Enterprise,Telecommunications,Bhopal,Madhya Pradesh,India,12
802,CUST-00802,Customer 00802,Consumer,Retail,Mumbai,Maharashtra,India,4
803,CUST-00803,Customer 00803,Mid-Market,Financial Services,Bengaluru,Karnataka,India,6
804,CUST-00804,Customer 00804,Mid-Market,Telecommunications,Jaipur,Rajasthan,India,5
805,CUST-00805,Customer 00805,Mid-Market,Manufacturing,Delhi,Delhi,India,1
806,CUST-00806,Customer 00806,SMB,Financial Services,Kolkata,West Bengal,India,9
807,CUST-00807,Customer 00807,Mid-Market,Education,Hyderabad,Telangana,India,8
808,CUST-00808,Customer 00808,Mid-Market,Education,Kolkata,West Bengal,India,9
809,CUST-00809,Customer 00809,SMB,Technology,Kolkata,West Bengal,India,9
810,CUST-00810,Customer 00810,Enterprise,Telecommunications,Jaipur,Rajasthan,India,5
811,CUST-00811,Customer 00811,SMB,Financial Services,Ahmedabad,Gujarat,India,3
812,CUST-00812,Customer 00812,Enterprise,Education,Kolkata,West Bengal,India,9
813,CUST-00813,Customer 00813,SMB,Healthcare,Chandigarh,Punjab,India,2
814,CUST-00814,Customer 00814,Mid-Market,Healthcare,Chandigarh,Punjab,India,2
815,CUST-00815,Customer 00815,Mid-Market,Financial Services,Ahmedabad,Gujarat,India,3
816,CUST-00816,Customer 00816,Consumer,Manufacturing,Bengaluru,Karnataka,India,6
817,CUST-00817,Customer 00817,SMB,Retail,Chennai,Tamil Nadu,India,7
818,CUST-00818,Customer 00818,Mid-Market,Telecommunications,Chandigarh,Punjab,India,2
819,CUST-00819,Customer 00819,Consumer,Healthcare,Hyderabad,Telangana,India,8
820,CUST-00820,Customer 00820,SMB,Financial Services,Delhi,Delhi,India,1
821,CUST-00821,Customer 00821,Enterprise,Education,Chandigarh,Punjab,India,2
822,CUST-00822,Customer 00822,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
823,CUST-00823,Customer 00823,SMB,Financial Services,Ahmedabad,Gujarat,India,3
824,CUST-00824,Customer 00824,SMB,Healthcare,Ahmedabad,Gujarat,India,3
825,CUST-00825,Customer 00825,Consumer,Telecommunications,Ahmedabad,Gujarat,India,3
826,CUST-00826,Customer 00826,Mid-Market,Financial Services,Hyderabad,Telangana,India,8
827,CUST-00827,Customer 00827,Enterprise,Financial Services,Chandigarh,Punjab,India,2
828,CUST-00828,Customer 00828,Mid-Market,Telecommunications,Delhi,Delhi,India,1
829,CUST-00829,Customer 00829,Consumer,Financial Services,Bhopal,Madhya Pradesh,India,12
830,CUST-00830,Customer 00830,Enterprise,Healthcare,Hyderabad,Telangana,India,8
831,CUST-00831,Customer 00831,SMB,Financial Services,Chandigarh,Punjab,India,2
832,CUST-00832,Customer 00832,Mid-Market,Education,Bengaluru,Karnataka,India,6
833,CUST-00833,Customer 00833,Consumer,Telecommunications,Jaipur,Rajasthan,India,5
834,CUST-00834,Customer 00834,Mid-Market,Education,Ahmedabad,Gujarat,India,3
835,CUST-00835,Customer 00835,Consumer,Technology,Chennai,Tamil Nadu,India,7
836,CUST-00836,Customer 00836,SMB,Healthcare,Chennai,Tamil Nadu,India,7
837,CUST-00837,Customer 00837,Enterprise,Education,Chennai,Tamil Nadu,India,7
838,CUST-00838,Customer 00838,Consumer,Education,Chandigarh,Punjab,India,2
839,CUST-00839,Customer 00839,Mid-Market,Education,Chandigarh,Punjab,India,2
840,CUST-00840,Customer 00840,SMB,Telecommunications,Delhi,Delhi,India,1
841,CUST-00841,Customer 00841,Consumer,Education,Bhopal,Madhya Pradesh,India,12
842,CUST-00842,Customer 00842,Mid-Market,Education,Chandigarh,Punjab,India,2
843,CUST-00843,Customer 00843,Mid-Market,Technology,Bengaluru,Karnataka,India,6
844,CUST-00844,Customer 00844,SMB,Manufacturing,Mumbai,Maharashtra,India,4
845,CUST-00845,Customer 00845,Mid-Market,Retail,Chennai,Tamil Nadu,India,7
846,CUST-00846,Customer 00846,Consumer,Education,Bhubaneswar,Odisha,India,10
847,CUST-00847,Customer 00847,SMB,Financial Services,Bhubaneswar,Odisha,India,10
848,CUST-00848,Customer 00848,SMB,Retail,Mumbai,Maharashtra,India,4
849,CUST-00849,Customer 00849,SMB,Financial Services,Bhubaneswar,Odisha,India,10
850,CUST-00850,Customer 00850,SMB,Telecommunications,Bengaluru,Karnataka,India,6
851,CUST-00851,Customer 00851,Consumer,Telecommunications,Bhubaneswar,Odisha,India,10
852,CUST-00852,Customer 00852,SMB,Healthcare,Jaipur,Rajasthan,India,5
853,CUST-00853,Customer 00853,Consumer,Manufacturing,Hyderabad,Telangana,India,8
854,CUST-00854,Customer 00854,Mid-Market,Technology,Ahmedabad,Gujarat,India,3
855,CUST-00855,Customer 00855,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
856,CUST-00856,Customer 00856,Mid-Market,Education,Chennai,Tamil Nadu,India,7
857,CUST-00857,Customer 00857,Consumer,Telecommunications,Hyderabad,Telangana,India,8
858,CUST-00858,Customer 00858,SMB,Healthcare,Bhubaneswar,Odisha,India,10
859,CUST-00859,Customer 00859,SMB,Healthcare,Ahmedabad,Gujarat,India,3
860,CUST-00860,Customer 00860,Consumer,Retail,Mumbai,Maharashtra,India,4
861,CUST-00861,Customer 00861,Mid-Market,Technology,Bhopal,Madhya Pradesh,India,12
862,CUST-00862,Customer 00862,SMB,Retail,Bhopal,Madhya Pradesh,India,12
863,CUST-00863,Customer 00863,Enterprise,Manufacturing,Hyderabad,Telangana,India,8
864,CUST-00864,Customer 00864,Consumer,Healthcare,Bengaluru,Karnataka,India,6
865,CUST-00865,Customer 00865,Mid-Market,Technology,Bhubaneswar,Odisha,India,10
866,CUST-00866,Customer 00866,Enterprise,Telecommunications,Jaipur,Rajasthan,India,5
867,CUST-00867,Customer 00867,Mid-Market,Education,Jaipur,Rajasthan,India,5
868,CUST-00868,Customer 00868,SMB,Telecommunications,Chennai,Tamil Nadu,India,7
869,CUST-00869,Customer 00869,Mid-Market,Telecommunications,Kolkata,West Bengal,India,9
870,CUST-00870,Customer 00870,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
871,CUST-00871,Customer 00871,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
872,CUST-00872,Customer 00872,Consumer,Technology,Jaipur,Rajasthan,India,5
873,CUST-00873,Customer 00873,SMB,Retail,Bengaluru,Karnataka,India,6
874,CUST-00874,Customer 00874,SMB,Education,Jaipur,Rajasthan,India,5
875,CUST-00875,Customer 00875,Mid-Market,Manufacturing,Chandigarh,Punjab,India,2
876,CUST-00876,Customer 00876,Mid-Market,Retail,Delhi,Delhi,India,1
877,CUST-00877,Customer 00877,Consumer,Telecommunications,Delhi,Delhi,India,1
878,CUST-00878,Customer 00878,SMB,Healthcare,Delhi,Delhi,India,1
879,CUST-00879,Customer 00879,Consumer,Technology,Chandigarh,Punjab,India,2
880,CUST-00880,Customer 00880,Consumer,Telecommunications,Ahmedabad,Gujarat,India,3
881,CUST-00881,Customer 00881,Mid-Market,Healthcare,Bhubaneswar,Odisha,India,10
882,CUST-00882,Customer 00882,Enterprise,Financial Services,Mumbai,Maharashtra,India,4
883,CUST-00883,Customer 00883,Enterprise,Technology,Ahmedabad,Gujarat,India,3
884,CUST-00884,Customer 00884,Enterprise,Telecommunications,Delhi,Delhi,India,1
885,CUST-00885,Customer 00885,Consumer,Technology,Delhi,Delhi,India,1
886,CUST-00886,Customer 00886,SMB,Retail,Kolkata,West Bengal,India,9
887,CUST-00887,Customer 00887,Consumer,Retail,Delhi,Delhi,India,1
888,CUST-00888,Customer 00888,SMB,Retail,Mumbai,Maharashtra,India,4
889,CUST-00889,Customer 00889,Mid-Market,Retail,Bhopal,Madhya Pradesh,India,12
890,CUST-00890,Customer 00890,SMB,Healthcare,Kolkata,West Bengal,India,9
891,CUST-00891,Customer 00891,SMB,Financial Services,Delhi,Delhi,India,1
892,CUST-00892,Customer 00892,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
893,CUST-00893,Customer 00893,Consumer,Financial Services,Bhubaneswar,Odisha,India,10
894,CUST-00894,Customer 00894,SMB,Healthcare,Kolkata,West Bengal,India,9
895,CUST-00895,Customer 00895,Enterprise,Education,Hyderabad,Telangana,India,8
896,CUST-00896,Customer 00896,Mid-Market,Education,Indore,Madhya Pradesh,India,11
897,CUST-00897,Customer 00897,SMB,Financial Services,Bhubaneswar,Odisha,India,10
898,CUST-00898,Customer 00898,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
899,CUST-00899,Customer 00899,Mid-Market,Manufacturing,Bhopal,Madhya Pradesh,India,12
900,CUST-00900,Customer 00900,SMB,Manufacturing,Jaipur,Rajasthan,India,5
901,CUST-00901,Customer 00901,SMB,Retail,Bengaluru,Karnataka,India,6
902,CUST-00902,Customer 00902,SMB,Technology,Bhopal,Madhya Pradesh,India,12
903,CUST-00903,Customer 00903,SMB,Retail,Hyderabad,Telangana,India,8
904,CUST-00904,Customer 00904,Mid-Market,Technology,Hyderabad,Telangana,India,8
905,CUST-00905,Customer 00905,Enterprise,Healthcare,Delhi,Delhi,India,1
906,CUST-00906,Customer 00906,Mid-Market,Financial Services,Bhopal,Madhya Pradesh,India,12
907,CUST-00907,Customer 00907,Mid-Market,Education,Bhubaneswar,Odisha,India,10
908,CUST-00908,Customer 00908,SMB,Education,Indore,Madhya Pradesh,India,11
909,CUST-00909,Customer 00909,SMB,Education,Delhi,Delhi,India,1
910,CUST-00910,Customer 00910,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
911,CUST-00911,Customer 00911,SMB,Telecommunications,Kolkata,West Bengal,India,9
912,CUST-00912,Customer 00912,SMB,Manufacturing,Bhopal,Madhya Pradesh,India,12
913,CUST-00913,Customer 00913,Enterprise,Education,Bhopal,Madhya Pradesh,India,12
914,CUST-00914,Customer 00914,SMB,Manufacturing,Jaipur,Rajasthan,India,5
915,CUST-00915,Customer 00915,SMB,Telecommunications,Chennai,Tamil Nadu,India,7
916,CUST-00916,Customer 00916,Consumer,Manufacturing,Chennai,Tamil Nadu,India,7
917,CUST-00917,Customer 00917,Mid-Market,Manufacturing,Chennai,Tamil Nadu,India,7
918,CUST-00918,Customer 00918,Enterprise,Financial Services,Bengaluru,Karnataka,India,6
919,CUST-00919,Customer 00919,Mid-Market,Technology,Hyderabad,Telangana,India,8
920,CUST-00920,Customer 00920,SMB,Education,Jaipur,Rajasthan,India,5
921,CUST-00921,Customer 00921,SMB,Technology,Kolkata,West Bengal,India,9
922,CUST-00922,Customer 00922,Consumer,Financial Services,Bhopal,Madhya Pradesh,India,12
923,CUST-00923,Customer 00923,SMB,Financial Services,Bhopal,Madhya Pradesh,India,12
924,CUST-00924,Customer 00924,SMB,Healthcare,Ahmedabad,Gujarat,India,3
925,CUST-00925,Customer 00925,SMB,Healthcare,Mumbai,Maharashtra,India,4
926,CUST-00926,Customer 00926,Consumer,Financial Services,Chandigarh,Punjab,India,2
927,CUST-00927,Customer 00927,SMB,Manufacturing,Bhopal,Madhya Pradesh,India,12
928,CUST-00928,Customer 00928,Consumer,Education,Bengaluru,Karnataka,India,6
929,CUST-00929,Customer 00929,Mid-Market,Financial Services,Bhubaneswar,Odisha,India,10
930,CUST-00930,Customer 00930,Mid-Market,Financial Services,Jaipur,Rajasthan,India,5
931,CUST-00931,Customer 00931,Consumer,Retail,Hyderabad,Telangana,India,8
932,CUST-00932,Customer 00932,SMB,Telecommunications,Delhi,Delhi,India,1
933,CUST-00933,Customer 00933,Consumer,Retail,Jaipur,Rajasthan,India,5
934,CUST-00934,Customer 00934,Mid-Market,Telecommunications,Jaipur,Rajasthan,India,5
935,CUST-00935,Customer 00935,Consumer,Manufacturing,Jaipur,Rajasthan,India,5
936,CUST-00936,Customer 00936,Mid-Market,Healthcare,Ahmedabad,Gujarat,India,3
937,CUST-00937,Customer 00937,Consumer,Telecommunications,Ahmedabad,Gujarat,India,3
938,CUST-00938,Customer 00938,SMB,Telecommunications,Bhopal,Madhya Pradesh,India,12
939,CUST-00939,Customer 00939,Mid-Market,Financial Services,Bhopal,Madhya Pradesh,India,12
940,CUST-00940,Customer 00940,SMB,Manufacturing,Hyderabad,Telangana,India,8
941,CUST-00941,Customer 00941,SMB,Manufacturing,Ahmedabad,Gujarat,India,3
942,CUST-00942,Customer 00942,SMB,Healthcare,Jaipur,Rajasthan,India,5
943,CUST-00943,Customer 00943,Mid-Market,Healthcare,Bhubaneswar,Odisha,India,10
944,CUST-00944,Customer 00944,Mid-Market,Technology,Chennai,Tamil Nadu,India,7
945,CUST-00945,Customer 00945,Mid-Market,Education,Chennai,Tamil Nadu,India,7
946,CUST-00946,Customer 00946,SMB,Financial Services,Delhi,Delhi,India,1
947,CUST-00947,Customer 00947,Enterprise,Manufacturing,Bhopal,Madhya Pradesh,India,12
948,CUST-00948,Customer 00948,Mid-Market,Healthcare,Bhopal,Madhya Pradesh,India,12
949,CUST-00949,Customer 00949,Mid-Market,Retail,Mumbai,Maharashtra,India,4
950,CUST-00950,Customer 00950,Enterprise,Technology,Kolkata,West Bengal,India,9
951,CUST-00951,Customer 00951,Enterprise,Retail,Bhopal,Madhya Pradesh,India,12
952,CUST-00952,Customer 00952,Mid-Market,Education,Delhi,Delhi,India,1
953,CUST-00953,Customer 00953,Mid-Market,Retail,Chennai,Tamil Nadu,India,7
954,CUST-00954,Customer 00954,Enterprise,Manufacturing,Kolkata,West Bengal,India,9
955,CUST-00955,Customer 00955,Consumer,Education,Bengaluru,Karnataka,India,6
